selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response3.keys,response3.rt,response2.keys,response2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,2.01643292146,,,,,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
2,0,0,0,15,,,,,0,0,0,0,,,None,,,,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
2,0,0,0,15,,,,,,,,,,,,,,,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
2,0,1,1,3,,,,,0,0,0,0,,,2,1.80080292281,,,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
2,0,1,1,3,,,,,,,,,,,,,,,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
1,0,2,2,12,0,0,0,0,,,,,,,,,2,1.55085431843,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
1,0,2,2,12,,,,,,,,,,,,,,,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
1,0,3,3,13,0,0,0,0,,,,,,,,,1,0.550449062663,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
1,0,3,3,13,,,,,,,,,,,,,,,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
1,0,4,4,22,0,0,0,0,,,,,,,,,1,1.18391865276,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
1,0,4,4,22,,,,,,,,,,,,,,,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
1,0,5,5,23,0,0,0,0,,,,,,,,,2,0.500259855122,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
1,0,5,5,23,,,,,,,,,,,,,,,2018_Feb_16_1519,60.0036391122,Experiment1,001,wtp02,
