selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response2.rt,response3.keys,response3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,5.93519554939,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,0,0,0,0,0,0,0,,,,,,,1,0.984082222916,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,0,0,0,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,1,1,13,0,0,0,0,,,,,,,None,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,1,1,13,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
2,0,2,2,10,,,,,0,0,0,0,,,,,2,1.1677596271,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
2,0,2,2,10,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,3,3,7,0,0,0,0,,,,,,,2,0.38438508939,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,3,3,7,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,4,4,16,0,0,0,0,,,,,,,1,0.667573484592,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,4,4,16,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,5,5,20,0,0,0,0,,,,,,,1,0.534306107089,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,5,5,20,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
2,0,6,6,11,,,,,0,0,0,0,,,,,1,0.251050532795,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
2,0,6,6,11,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
2,0,7,7,21,,,,,0,0,0,0,,,,,2,0.367536442354,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
2,0,7,7,21,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,8,8,23,0,0,0,0,,,,,,,2,0.350934742019,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,8,8,23,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
2,0,9,9,15,,,,,0,0,0,0,,,,,1,0.36773424875,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
2,0,9,9,15,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,10,10,24,0,0,0,0,,,,,,,2,1.03409104049,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
1,0,10,10,24,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
2,0,11,11,18,,,,,0,0,0,0,,,,,2,1.10111085419,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
2,0,11,11,18,,,,,,,,,,,,,,,2018_Oct_31_1228,59.9001624745,Experiment1,001,wtp32,
