Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Left,Right,leftmoney,rightmoney,spacebar.keys,spacebar.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,space,0.5562887999985833,,001,2019_Aug_05_1311,newer wtp,3.0.7,61.318507333593125,
