selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response2.rt,response3.keys,response3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,9.06948554586,,,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
1,0,0,0,7,0,0,0,0,,,,,,,2,1.38479469693,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
1,0,0,0,7,,,,,,,,,,,,,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
1,0,1,1,19,0,0,0,0,,,,,,,1,0.684275954263,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
1,0,1,1,19,,,,,,,,,,,,,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
1,0,2,2,20,0,0,0,0,,,,,,,2,0.634287352907,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
1,0,2,2,20,,,,,,,,,,,,,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
2,0,3,3,9,,,,,0,0,0,0,,,,,2,1.13438672223,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
2,0,3,3,9,,,,,,,,,,,,,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
1,0,4,4,2,0,0,0,0,,,,,,,2,0.884307491127,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
1,0,4,4,2,,,,,,,,,,,,,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
2,0,5,5,8,,,,,0,0,0,0,,,,,None,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
2,0,5,5,8,,,,,,,,,,,,,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
1,0,6,6,5,0,0,0,0,,,,,,,2,0.817618908361,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
1,0,6,6,5,,,,,,,,,,,,,,,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
2,0,7,7,17,,,,,0,0,0,0,,,,,1,0.417576983338,2018_Sep_26_1055,59.9692065902,Experiment1,001,wtp28,
