selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response3.keys,response3.rt,response2.keys,response2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,8.93578219321,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,0,0,21,,,,,0,0,0,0,,,None,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,0,0,21,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,1,1,15,,,,,0,0,0,0,,,1,1.41830290994,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,1,1,15,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,2,2,10,,,,,0,0,0,0,,,1,0.50098964572,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,2,2,10,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,3,3,4,0,0,0,0,,,,,,,,,1,0.333793944679,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,3,3,4,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,4,4,11,,,,,0,0,0,0,,,2,0.851374307647,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,4,4,11,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,5,5,6,0,0,0,0,,,,,,,,,1,1.76803288795,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,5,5,6,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,6,6,19,0,0,0,0,,,,,,,,,2,0.701442046557,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,6,6,19,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,7,7,16,0,0,0,0,,,,,,,,,1,0.567698361352,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,7,7,16,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,8,8,17,,,,,0,0,0,0,,,2,0.500995866023,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,8,8,17,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,9,9,1,,,,,0,0,0,0,,,2,1.20135216322,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,9,9,1,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,10,10,20,0,0,0,0,,,,,,,,,1,0.984400172718,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,10,10,20,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,11,11,9,,,,,0,0,0,0,,,2,0.700826860964,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,11,11,9,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,12,12,8,,,,,0,0,0,0,,,1,0.734279499389,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,12,12,8,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,13,13,3,,,,,0,0,0,0,,,2,0.934037717525,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,13,13,3,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,14,14,18,,,,,0,0,0,0,,,1,0.38429449033,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
2,0,14,14,18,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,15,15,0,0,0,0,0,,,,,,,,,2,0.450950644445,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,15,15,0,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,16,16,2,0,0,0,0,,,,,,,,,1,0.684645749163,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,16,16,2,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,17,17,5,0,0,0,0,,,,,,,,,2,0.900336890016,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,17,17,5,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,18,18,23,0,0,0,0,,,,,,,,,1,0.55094964942,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,18,18,23,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,19,19,12,0,0,0,0,,,,,,,,,1,1.00064597558,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
1,0,19,19,12,,,,,,,,,,,,,,,2018_Apr_20_1313,59.9757134354,Experiment1,001,wtp24,
