selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response2.rt,response3.keys,response3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,1.3337265607,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,0,0,13,0,0,0,0,,,,,,,2,1.65145727899,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,0,0,13,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,1,1,0,0,0,0,0,,,,,,,1,0.950966527569,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,1,1,0,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
2,0,2,2,1,,,,,0,0,0,0,,,,,2,0.317157827667,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
2,0,2,2,1,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
2,0,3,3,11,,,,,0,0,0,0,,,,,2,0.301097605145,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
2,0,3,3,11,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,4,4,20,0,0,0,0,,,,,,,2,0.517168526538,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,4,4,20,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,5,5,23,0,0,0,0,,,,,,,2,0.31715720566,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,5,5,23,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,6,6,19,0,0,0,0,,,,,,,1,0.534355869633,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,6,6,19,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,7,7,6,0,0,0,0,,,,,,,1,0.433941068128,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,7,7,6,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
2,0,8,8,3,,,,,0,0,0,0,,,,,2,0.317178354715,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
2,0,8,8,3,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
2,0,9,9,8,,,,,0,0,0,0,,,,,2,1.10117088025,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
2,0,9,9,8,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,10,10,22,0,0,0,0,,,,,,,2,0.284658565535,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
1,0,10,10,22,,,,,,,,,,,,,,,2018_Mar_02_1031,59.9611544392,Experiment1,001,wtp17,
