selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response3.keys,response3.rt,response2.keys,response2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,3.30103540199,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,0,0,15,,,,,0,0,0,0,,,1,1.58425614238,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,0,0,15,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,1,1,21,,,,,0,0,0,0,,,2,0.817696662154,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,1,1,21,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,2,2,13,0,0,0,0,,,,,,,,,None,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,2,2,13,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,3,3,14,,,,,0,0,0,0,,,1,0.600730326842,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,3,3,14,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,4,4,16,0,0,0,0,,,,,,,,,2,0.434678175137,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,4,4,16,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,5,5,10,,,,,0,0,0,0,,,1,1.56752816949,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,5,5,10,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,6,6,0,0,0,0,0,,,,,,,,,2,0.383849520702,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,6,6,0,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,7,7,24,0,0,0,0,,,,,,,,,2,1.10086235288,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,7,7,24,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,8,8,23,0,0,0,0,,,,,,,,,2,1.03484836279,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,8,8,23,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,9,9,12,0,0,0,0,,,,,,,,,2,1.00104034715,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,9,9,12,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,10,10,9,,,,,0,0,0,0,,,2,1.18441171246,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,10,10,9,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,11,11,1,,,,,0,0,0,0,,,2,1.01771793561,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,11,11,1,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,12,12,18,,,,,0,0,0,0,,,None,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,12,12,18,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,13,13,20,0,0,0,0,,,,,,,,,1,0.800537310424,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,13,13,20,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,14,14,11,,,,,0,0,0,0,,,1,1.01837137935,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,14,14,11,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,15,15,22,0,0,0,0,,,,,,,,,2,0.684241742478,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,15,15,22,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,16,16,7,0,0,0,0,,,,,,,,,2,1.10101723869,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,16,16,7,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,17,17,4,0,0,0,0,,,,,,,,,1,1.78448330821,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,17,17,4,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,18,18,2,0,0,0,0,,,,,,,,,1,0.733799898182,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,18,18,2,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,19,19,3,,,,,0,0,0,0,,,1,1.10208028997,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,19,19,3,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,20,20,19,0,0,0,0,,,,,,,,,2,0.783864698256,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,20,20,19,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,21,21,8,,,,,0,0,0,0,,,2,1.33407054387,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,21,21,8,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,22,22,17,,,,,0,0,0,0,,,1,1.46742687165,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
2,0,22,22,17,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,23,23,6,0,0,0,0,,,,,,,,,1,1.41784912196,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,23,23,6,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,24,24,5,0,0,0,0,,,,,,,,,2,1.36779551848,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
1,0,24,24,5,,,,,,,,,,,,,,,2018_Mar_02_1145,59.8852126979,Experiment1,001,wtp19,
