selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response2.rt,response3.keys,response3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,3.75187168038,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,0,0,2,0,0,0,0,,,,,,,1,1.01817222172,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,0,0,2,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
2,0,1,1,9,,,,,0,0,0,0,,,,,1,1.0341633046,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
2,0,1,1,9,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,2,2,22,0,0,0,0,,,,,,,2,0.567211624701,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,2,2,22,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,3,3,13,0,0,0,0,,,,,,,1,0.417673418298,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,3,3,13,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
2,0,4,4,15,,,,,0,0,0,0,,,,,1,0.333644657861,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
2,0,4,4,15,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
2,0,5,5,17,,,,,0,0,0,0,,,,,2,0.350256212987,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
2,0,5,5,17,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,6,6,7,0,0,0,0,,,,,,,2,0.901226078626,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,6,6,7,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,7,7,24,0,0,0,0,,,,,,,1,0.283720421139,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,7,7,24,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,8,8,0,0,0,0,0,,,,,,,1,0.317195141222,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,8,8,0,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
2,0,9,9,21,,,,,0,0,0,0,,,,,2,0.367324335966,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
2,0,9,9,21,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,10,10,20,0,0,0,0,,,,,,,2,0.267184442375,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
1,0,10,10,20,,,,,,,,,,,,,,,2018_Apr_20_1049,59.9296565312,Experiment1,001,wtp23,
