text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.984419857035391,None,space,4.649406605982222,7.984419857035391,None,9876,001,2019_Nov_26_0957,choiceText,3.1.5,59.938964629565525,
