Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.310712230995705,None,space,1.0888688870036276,9.310712230995705,None,999,001,2019_Sep_24_1236,choiceText,3.1.5,60.08441824757093,
