alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,selectBlock,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,response1.keys,response1.rt,response2.keys,response2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,space,0.966873926227,,,2019_Nov_15_0940,59.9897009941,Experiment1,001,00,
