trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,choices,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,None,None,space,-1.2418164763366804,None,None,00,001,2019_Nov_20_0937,choiceText,3.1.2,59.98451556374221,
