selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response3.keys,response3.rt,response2.keys,response2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,2.75148191582,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,0,0,21,,,,,0,0,0,0,,,1,0.500848609023,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,0,0,21,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,1,1,3,,,,,0,0,0,0,,,1,0.334191635251,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,1,1,3,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,2,2,5,0,0,0,0,,,,,,,,,1,0.433651617728,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,2,2,5,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,3,3,10,,,,,0,0,0,0,,,1,0.367577706464,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,3,3,10,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,4,4,7,0,0,0,0,,,,,,,,,2,0.451251110993,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,4,4,7,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,5,5,18,,,,,0,0,0,0,,,2,0.350788100623,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,5,5,18,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,6,6,1,,,,,0,0,0,0,,,2,0.401136702858,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,6,6,1,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,7,7,8,,,,,0,0,0,0,,,1,0.434457150288,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,7,7,8,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,8,8,0,0,0,0,0,,,,,,,,,2,0.750940436497,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,8,8,0,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,9,9,16,0,0,0,0,,,,,,,,,2,0.601081155241,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,9,9,16,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,10,10,6,0,0,0,0,,,,,,,,,2,0.567715300247,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,10,10,6,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,11,11,15,,,,,0,0,0,0,,,1,0.517055680975,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,11,11,15,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,12,12,24,0,0,0,0,,,,,,,,,2,0.800524560735,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,12,12,24,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,13,13,12,0,0,0,0,,,,,,,,,2,0.700969407335,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,13,13,12,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,14,14,17,,,,,0,0,0,0,,,2,0.53427262418,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,14,14,17,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,15,15,11,,,,,0,0,0,0,,,2,0.651042854413,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,15,15,11,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,16,16,14,,,,,0,0,0,0,,,1,0.934014107101,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
2,0,16,16,14,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,17,17,4,0,0,0,0,,,,,,,,,2,0.400584338233,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,17,17,4,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,18,18,2,0,0,0,0,,,,,,,,,2,0.501620862633,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,18,18,2,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,19,19,13,0,0,0,0,,,,,,,,,2,0.63442928344,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,19,19,13,,,,,,,,,,,,,,,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
1,0,20,20,22,0,0,0,0,,,,,,,,,2,0.984519463032,2019_Feb_19_1522,59.664329676,Experiment1,001,exc29,
