selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response3.keys,response3.rt,response2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,6.93509975728,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,0,0,22,0,0,0,0,,,,,,,None,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,0,0,22,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,1,1,18,,,,,0,0,0,0,,,,1,0.934055055492,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,1,1,18,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,2,2,12,0,0,0,0,,,,,,,1,,,1.25094012264,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,2,2,12,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,3,3,1,,,,,0,0,0,0,,,,2,0.617274801247,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,3,3,1,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,4,4,6,0,0,0,0,,,,,,,1,,,0.634380657226,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,4,4,6,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,5,5,10,,,,,0,0,0,0,,,,2,0.950361290947,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,5,5,10,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,6,6,2,0,0,0,0,,,,,,,1,,,0.550853691995,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,6,6,2,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,7,7,16,0,0,0,0,,,,,,,1,,,0.0513113504276,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,7,7,16,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,8,8,7,0,0,0,0,,,,,,,None,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,8,8,7,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,9,9,9,,,,,0,0,0,0,,,,2,0.767676959746,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,9,9,9,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,10,10,17,,,,,0,0,0,0,,,,1,0.511930091307,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,10,10,17,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,11,11,5,0,0,0,0,,,,,,,1,,,0.683966182172,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,11,11,5,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,12,12,11,,,,,0,0,0,0,,,,1,0.300524714403,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,12,12,11,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,13,13,23,0,0,0,0,,,,,,,1,,,0.800669803284,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,13,13,23,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,14,14,14,,,,,0,0,0,0,,,,2,1.23452440929,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,14,14,14,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,15,15,4,0,0,0,0,,,,,,,1,,,1.18404782377,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,15,15,4,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,16,16,8,,,,,0,0,0,0,,,,2,0.817532757297,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,16,16,8,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,17,17,0,0,0,0,0,,,,,,,2,,,0.317339150235,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,17,17,0,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,18,18,15,,,,,0,0,0,0,,,,1,0.583794595674,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,18,18,15,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,19,19,24,0,0,0,0,,,,,,,1,,,0.500585486181,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,19,19,24,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,20,20,13,0,0,0,0,,,,,,,1,,,0.750660363585,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,20,20,13,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,21,21,20,0,0,0,0,,,,,,,2,,,0.784150522202,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,21,21,20,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,22,22,21,,,,,0,0,0,0,,,,1,0.534022460692,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,22,22,21,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,23,23,3,,,,,0,0,0,0,,,,1,0.300818624906,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
2,0,23,23,3,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,24,24,19,0,0,0,0,,,,,,,1,,,0.401261105202,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
1,0,24,24,19,,,,,,,,,,,,,,,2018_Dec_07_0925,60.0037884124,Experiment1,001,exc13,
