selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response2.rt,response3.keys,response3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,4.41769268084,,,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
1,0,0,0,13,0,0,0,0,,,,,,,1,0.667016454972,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
1,0,0,0,13,,,,,,,,,,,,,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
2,0,1,1,21,,,,,0,0,0,0,,,,,None,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
2,0,1,1,21,,,,,,,,,,,,,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
2,0,2,2,1,,,,,0,0,0,0,,,,,1,1.01741469558,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
2,0,2,2,1,,,,,,,,,,,,,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
1,0,3,3,5,0,0,0,0,,,,,,,1,0.617171854712,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
1,0,3,3,5,,,,,,,,,,,,,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
1,0,4,4,24,0,0,0,0,,,,,,,1,0.634133400396,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
1,0,4,4,24,,,,,,,,,,,,,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
1,0,5,5,0,0,0,0,0,,,,,,,1,1.70182096492,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
1,0,5,5,0,,,,,,,,,,,,,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
2,0,6,6,9,,,,,0,0,0,0,,,,,2,0.450539658777,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
2,0,6,6,9,,,,,,,,,,,,,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
2,0,7,7,10,,,,,0,0,0,0,,,,,2,0.617335448973,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
2,0,7,7,10,,,,,,,,,,,,,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
1,0,8,8,7,0,0,0,0,,,,,,,2,0.317222207785,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
1,0,8,8,7,,,,,,,,,,,,,,,2018_Dec_03_1211,59.9873321433,Experiment1,001,exc9,
