selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response2.rt,response3.keys,response3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,3.08439962752,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,0,0,23,0,0,0,0,,,,,,,1,1.31755007291,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,0,0,23,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,1,1,8,,,,,0,0,0,0,,,,,2,0.733803424519,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,1,1,8,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,2,2,9,,,,,0,0,0,0,,,,,1,0.717078198679,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,2,2,9,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,3,3,12,0,0,0,0,,,,,,,1,0.550846384838,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,3,3,12,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,4,4,3,,,,,0,0,0,0,,,,,2,0.233484166209,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,4,4,3,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,5,5,6,0,0,0,0,,,,,,,2,0.567387178075,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,5,5,6,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,6,6,0,0,0,0,0,,,,,,,1,0.5005624732,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,6,6,0,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,7,7,4,0,0,0,0,,,,,,,1,0.467099891976,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,7,7,4,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,8,8,20,0,0,0,0,,,,,,,2,0.267237236723,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,8,8,20,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,9,9,5,0,0,0,0,,,,,,,1,0.284162757453,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,9,9,5,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,10,10,15,,,,,0,0,0,0,,,,,1,1.31712180329,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,10,10,15,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,11,11,10,,,,,0,0,0,0,,,,,2,1.11728869425,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,11,11,10,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,12,12,13,0,0,0,0,,,,,,,2,0.717338208109,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,12,12,13,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,13,13,18,,,,,0,0,0,0,,,,,1,0.567485459615,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,13,13,18,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,14,14,1,,,,,0,0,0,0,,,,,1,0.567202433944,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,14,14,1,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,15,15,11,,,,,0,0,0,0,,,,,2,1.05089910235,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,15,15,11,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,16,16,2,0,0,0,0,,,,,,,1,0.266848466359,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,16,16,2,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,17,17,17,,,,,0,0,0,0,,,,,2,0.283819395117,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,17,17,17,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,18,18,24,0,0,0,0,,,,,,,1,1.26730037294,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,18,18,24,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,19,19,7,0,0,0,0,,,,,,,1,1.15082592005,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,19,19,7,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,20,20,14,,,,,0,0,0,0,,,,,2,0.316982467659,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,20,20,14,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,21,21,19,0,0,0,0,,,,,,,2,0.867355174385,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,21,21,19,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,22,22,21,,,,,0,0,0,0,,,,,1,0.667172172572,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
2,0,22,22,21,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,23,23,22,0,0,0,0,,,,,,,2,0.500454239547,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,23,23,22,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,24,24,16,0,0,0,0,,,,,,,1,0.51693407353,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
1,0,24,24,16,,,,,,,,,,,,,,,2019_Feb_13_1512,59.8901575191,Experiment1,001,exc27,
