choices,Type,typeCode,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"Going to a music
festival with friends",social,1,0,16,16,30,,,,,,,,,,,,,,,,,,,,,,,,,270.1217175702268,None,$.05,4.021,0.01734041663166863,None,None,270.1217175702268,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Playing icebreakers
with classmates",social,1,0,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,274.18962896658877,None,$.01,3.926,0.01673517842846195,None,None,274.18962896658877,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Going on a first date 
to the movies",social,1,0,18,18,20,,,,,,,,,,,,,,,,,,,,,,,,,278.157455859754,None,$.05,3.755,0.01701073909043771,None,None,278.157455859754,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Working on a group
project with classmates",social,1,0,19,19,42,,,,,,,,,,,,,,,,,,,,,,,,,281.95873059217865,None,$.03,4.136,0.019542724809980427,None,None,281.95873059217865,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Doing your laundry,nonsocial,0,0,20,20,105,,,,,,,,,,,,,,,,,,,,,,,,,286.12635855916005,None,$.04,2.149,0.010947782498533343,None,None,286.12635855916005,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Reading at the library,nonsocial,0,0,21,21,78,,,,,,,,,,,,,,,,,,,,,,,,,288.327117252928,None,$0,2.192,0.01544725890198606,None,None,288.327117252928,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Listening to a podcast,nonsocial,0,0,22,22,102,,,,,,,,,,,,,,,,,,,,,,,,,290.5444618371812,None,$.01,3.231,0.01208174883367974,None,None,290.5444618371812,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Viedochatting your friend over Snapchat,social Media,2,0,23,23,7,,,,,,,,,,,,,,,,,,,,,,,,,293.82875304446316,None,$0,3.44,0.01616695119491851,None,None,293.82875304446316,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Looking at your friend's Snapchat stories,social Media,2,0,24,24,4,,,,,,,,,,,,,,,,,,,,,,,,,297.31318153445,None,$.04,4.22,0.017649567080752604,None,None,297.31318153445,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Getting a lot of comments on your Instagram post,social Media,2,0,25,25,41,,,,,,,,,,,,,,,,,,,,,,,,,301.5811596127596,None,$.05,3.399,0.019870225235081307,None,None,301.5811596127596,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Putting together 
a puzzle",nonsocial,0,0,26,26,60,,,,,,,,,,,,,,,,,,,,,,,,,305.01582358892574,None,$.01,4.096,0.013113079707636643,None,None,305.01582358892574,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Listening to music
by yourself",nonsocial,0,0,27,27,82,,,,,,,,,,,,,,,,,,,,,,,,,309.1667813799372,None,$.04,2.991,0.014932215497992729,None,None,309.1667813799372,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Buying clothes 
for yourself",nonsocial,0,0,28,28,85,,,,,,,,,,,,,,,,,,,,,,,,,312.2009611655408,None,$.05,2.123,0.016322459468938177,None,None,312.2009611655408,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Teaching yourself a 
different language",nonsocial,0,0,29,29,66,,,,,,,,,,,,,,,,,,,,,,,,,314.3681988067542,None,$.03,3.839,0.016749796206568135,None,None,314.3681988067542,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Going on a hike 
by yourself",nonsocial,0,0,30,30,108,,,,,,,,,,,,,,,,,,,,,,,,,318.23824862849506,None,$0,2.727,0.014380472141965583,None,None,318.23824862849506,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Trying out a new 
recipe at home",nonsocial,0,0,31,31,68,,,,,,,,,,,,,,,,,,,,,,,,,321.0202369137455,None,$0,3.091,0.01577507034426162,None,None,321.0202369137455,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Looking at your Twitter feed,social Media,2,0,32,32,48,,,,,,,,,,,,,,,,,,,,,,,,,324.13901071234295,None,$.01,3.645,0.013579293513885204,None,None,324.13901071234295,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Taking a nap,nonsocial,0,0,33,33,74,,,,,,,,,,,,,,,,,,,,,,,,,327.8221666470208,None,$.05,3.534,0.0102710104893049,None,None,327.8221666470208,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Getting 1 million subscribers on Youtube,social Media,2,0,34,34,23,,,,,,,,,,,,,,,,,,,,,,,,,331.4065984648846,None,$.03,3.603,0.01832260689116083,None,None,331.4065984648846,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Shopping online,nonsocial,0,0,35,35,69,,,,,,,,,,,,,,,,,,,,,,,,,335.04097487515037,None,$.05,1.886,0.010472238196598482,None,None,335.04097487515037,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Getting likes on an
Instagram picture",social Media,2,0,36,36,17,,,,,,,,,,,,,,,,,,,,,,,,,336.9761248146733,None,$.05,2.612,0.02367893388509401,None,None,336.9761248146733,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Getting verified on 
Instagram",social Media,2,0,37,37,47,,,,,,,,,,,,,,,,,,,,,,,,,339.62651328989296,None,$.03,2.945,0.013522688501780067,None,None,339.62651328989296,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Looking at your Facebook feed,social Media,2,0,38,38,55,,,,,,,,,,,,,,,,,,,,,,,,,342.62659975249335,None,$.04,3.675,0.014875610486342339,None,None,342.62659975249335,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Watching videos on Youtube,nonsocial,0,0,39,39,14,,,,,,,,,,,,,,,,,,,,,,,,,346.3610494693594,None,$.04,2.559,0.03090167118489262,None,None,346.3610494693594,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Studying for a test alone,nonsocial,0,0,40,40,99,,,,,,,,,,,,,,,,,,,,,,,,,348.9454470754026,None,$.02,3.746,0.01322473464824725,None,None,348.9454470754026,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Going to a farmer's
market by yourself",nonsocial,0,0,41,41,83,,,,,,,,,,,,,,,,,,,,,,,,,352.7462885617756,None,$0,4.005,0.016957555260887602,None,None,352.7462885617756,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Snapchatting your friends,social Media,2,0,42,42,2,,,,,,,,,,,,,,,,,,,,,,,,,356.7809059476631,None,$.04,7.398,0.012259650299256464,None,None,356.7809059476631,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Becoming "InstaFamous",social Media,2,0,43,43,36,,,,,,,,,,,,,,,,,,,,,,,,,364.2331404927063,None,$.01,3.707,0.01579870760178892,None,None,364.2331404927063,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Going sight-seeing
with family",social ,1,0,44,44,24,,,,,,,,,,,,,,,,,,,,,,,,,367.98410425523525,None,$.03,2.874,0.01571628821648119,None,None,367.98410425523525,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Going for a bicycle
ride alone",nonsocial,0,0,45,45,95,,,,,,,,,,,,,,,,,,,,,,,,,370.8873616248502,None,$0,2.994,0.014477820321644685,None,None,370.8873616248502,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Writing journal entries,nonsocial,0,0,46,46,107,,,,,,,,,,,,,,,,,,,,,,,,,373.9190566992497,None,$0,1.664,0.0121943368239954,None,None,373.9190566992497,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
Playing with a pet,nonsocial,0,0,47,47,87,,,,,,,,,,,,,,,,,,,,,,,,,375.6198087061621,None,$.03,3.13,0.01266023961306928,None,None,375.6198087061621,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
"Going grocery shopping 
alone",nonsocial,0,0,48,48,89,,,,,,,,,,,,,,,,,,,,,,,,,378.82068216503603,None,$0,2.759,0.030526896244282398,None,None,378.82068216503603,None,,,,,,,017,001,2020_Feb_21_1058,choiceText,3.1.2,59.9894957003395,
