text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.123036522010807,None,space,0.7121634079958312,8.123036522010807,None,,,,,,,999,001,2019_Dec_03_1235,choiceText,3.1.5,59.742855991817265,
,,,,,,8.88441411301028,None,space,1.3305622070329264,8.88441411301028,None,999,001,2019_Dec_03_1235,choiceText,3.1.5,59.742855991817265,
