selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,firstTrialITI.started,firstTrialITI.stopped,rectangle.started,rectangle.stopped,text1.started,text1.stopped,response3.keys,response3.started,response3.stopped,ISI2.started,ISI2.stopped,rectangle2_2.started,rectangle2_2.stopped,feedback2_2.started,feedback2_2.stopped,arrow2_2.started,arrow2_2.stopped,ITI2_2.started,ITI2_2.stopped,polygon.started,polygon.stopped,text.started,text.stopped,response2.keys,response2.rt,response2.started,response2.stopped,ISI.started,ISI.stopped,polygon2_2.started,polygon2_2.stopped,feedback1_2.started,feedback1_2.stopped,arrow1_2.started,arrow1_2.stopped,ITI_2.started,ITI_2.stopped,response3.rt,Finished.started,Finished.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,16.955094186696442,None,space,7.160975945047085,16.955094186696442,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
2,0,0,0,14,,,,,0,0,0,0,,,,,,,24.139110237638306,None,30.32412496271695,32.308204958661236,30.32412496271695,32.308204958661236,None,30.32412496271695,32.308204958661236,32.32489566172353,None,34.34203485064836,36.30938651052816,34.34203485064836,35.30910472953542,35.32575500044641,36.30938651052816,36.32607939070613,None,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
2,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
1,0,1,1,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.31191476404888,40.310584857288404,38.31191476404888,40.310584857288404,2,1.1878832307031644,38.31191476404888,40.310584857288404,40.32726311968872,None,42.344410706060444,44.31179004641308,42.344410706060444,43.311358977477084,43.3280011619579,44.31179004641308,44.328464576614806,None,,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
1,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
2,0,2,2,3,,,,,0,0,0,0,,,,,,,,,46.329025961484376,48.31299399147133,46.329025961484376,48.31299399147133,1,46.329025961484376,48.31299399147133,48.32963617595192,None,50.34679091570433,52.314168078941066,50.34679091570433,51.31386297170707,51.330526305313015,52.314168078941066,52.330836699828296,None,,,,,,,,,,,,,,,,,,,1.61863275259293,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
2,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
1,0,3,3,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.33139217538337,56.31536144943652,54.33139217538337,56.31536144943652,2,1.888011338419119,54.33139217538337,56.31536144943652,56.33202975930749,None,58.33260202975612,60.31653615893947,58.33260202975612,59.31610104678839,59.33290247174182,60.31653615893947,60.333195760346825,None,,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
1,0,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
1,0,4,4,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.33377394010995,64.31771460064078,62.33377394010995,64.31771460064078,2,1.3576382398578062,62.33377394010995,64.31771460064078,64.33439224100789,None,66.33497477500282,68.31890019572279,66.33497477500282,67.31855558938719,67.33528983476617,68.31890019572279,68.33558716658627,None,,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
1,0,4,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1951,Experiment1,3.1.2,59.97069789739859,
