choices,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"Buying clothes 
for yourself",0,20,20,85,,,,,,,,,,,,,,,,,,,,,,,,,136.81826375716014,None,$.05,2.368,0.03634955009761143,None,None,136.81826375716014,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Getting verified on 
Instagram",0,21,21,47,,,,,,,,,,,,,,,,,,,,,,,,,139.23558332734638,None,$.01,5.012,0.014346304940772825,None,None,139.23558332734638,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Shopping online,0,22,22,69,,,,,,,,,,,,,,,,,,,,,,,,,144.28716962553176,None,$.05,2.759,0.017621941414972753,None,None,144.28716962553176,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going sight-seeing
with family",0,23,23,24,,,,,,,,,,,,,,,,,,,,,,,,,147.08791687621465,None,$.05,1.907,0.01475995823670928,None,None,147.08791687621465,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going for a bicycle
ride alone",0,24,24,95,,,,,,,,,,,,,,,,,,,,,,,,,149.0385077006381,None,$.05,1.973,0.01500068579366598,None,None,149.0385077006381,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going on vacation 
by yourself",0,25,25,94,,,,,,,,,,,,,,,,,,,,,,,,,151.05605530886692,None,$.05,1.79,0.015334718605345188,None,None,151.05605530886692,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Learning how to 
perform card tricks",0,26,26,103,,,,,,,,,,,,,,,,,,,,,,,,,152.8899072639074,None,$0,4.135,0.018980465922822987,None,None,152.8899072639074,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Posting Instagram stories,0,27,27,33,,,,,,,,,,,,,,,,,,,,,,,,,157.07440223211051,None,$0,2.291,0.019796264866272395,None,None,157.07440223211051,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Buying coffee on 
the way to work",0,28,28,63,,,,,,,,,,,,,,,,,,,,,,,,,159.42502845032732,None,$0,3.084,0.022438358661020175,None,None,159.42502845032732,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Getting breakfast
by yourself",0,29,29,84,,,,,,,,,,,,,,,,,,,,,,,,,162.5592841372047,None,$.01,3.023,0.0196911409459517,None,None,162.5592841372047,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Viedochatting your friend over Snapchat,0,30,30,7,,,,,,,,,,,,,,,,,,,,,,,,,165.6435493567692,None,$0,3.64,0.035409966182896824,None,None,165.6435493567692,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Taking a nap,0,31,31,74,,,,,,,,,,,,,,,,,,,,,,,,,169.32812845521016,None,$.05,2.425,0.01871392391194604,None,None,169.32812845521016,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Listening to a podcast,0,32,32,102,,,,,,,,,,,,,,,,,,,,,,,,,171.79554548273495,None,$.02,3.094,0.01542677979000473,None,None,171.79554548273495,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Going on a blind date,0,33,33,34,,,,,,,,,,,,,,,,,,,,,,,,,174.92964814899483,None,$.01,2.676,0.013688502895320198,None,None,174.92964814899483,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Going out to dinner with friends,0,34,34,3,,,,,,,,,,,,,,,,,,,,,,,,,177.6471182827604,None,$.05,2.747,0.01536644239195084,None,None,177.6471182827604,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Getting a slice of pizza 
by yourself",0,35,35,72,,,,,,,,,,,,,,,,,,,,,,,,,180.44794764206745,None,$.01,3.502,0.031746490867135435,None,None,180.44794764206745,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Becoming "InstaFamous",0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,183.99902122787853,None,$.01,2.589,0.02245919683446118,None,None,183.99902122787853,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Watching videos on Youtube,0,37,37,14,,,,,,,,,,,,,,,,,,,,,,,,,186.64985212672218,None,$.01,3.757,0.0312824527338762,None,None,186.64985212672218,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Looking through old 
photo albums",0,38,38,106,,,,,,,,,,,,,,,,,,,,,,,,,190.4509561144955,None,$.05,2.532,0.022588580121009727,None,None,190.4509561144955,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Getting a haircut,0,39,39,91,,,,,,,,,,,,,,,,,,,,,,,,,193.01866696026718,None,$.05,1.954,0.01198692606772056,None,None,193.01866696026718,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Taking an art class 
with friends",0,40,40,38,,,,,,,,,,,,,,,,,,,,,,,,,195.05255200757142,None,$.05,1.976,0.02837630506815003,None,None,195.05255200757142,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going for a walk 
in the park",0,41,41,64,,,,,,,,,,,,,,,,,,,,,,,,,197.0698542229802,None,$.05,2.004,0.019010012586932135,None,None,197.0698542229802,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going grocery shopping 
alone",0,42,42,89,,,,,,,,,,,,,,,,,,,,,,,,,199.12046454820188,None,$.01,5.23,0.015027744317649194,None,None,199.12046454820188,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Viewing videos and photos on Instagram's Explore page,0,43,43,39,,,,,,,,,,,,,,,,,,,,,,,,,204.4052371617413,None,$.01,3.182,0.03278093512403757,None,None,204.4052371617413,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Watching a new 
episode of a television 
show",0,44,44,97,,,,,,,,,,,,,,,,,,,,,,,,,207.63953287657296,None,$.03,3.217,0.02120486319427073,None,None,207.63953287657296,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Listening to music
by yourself",0,45,45,109,,,,,,,,,,,,,,,,,,,,,,,,,210.90722067594675,None,$.03,2.121,0.02020711900445349,None,None,210.90722067594675,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going to an amusement 
park with a friend",0,46,46,27,,,,,,,,,,,,,,,,,,,,,,,,,213.091037625966,None,$.05,2.397,0.027784749753891447,None,None,213.091037625966,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Having hundreds of friends on Facebook,0,47,47,59,,,,,,,,,,,,,,,,,,,,,,,,,215.55851903411644,None,$0,3.214,0.03950513381050769,None,None,215.55851903411644,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Putting gas in a car,0,48,48,90,,,,,,,,,,,,,,,,,,,,,,,,,218.81047152432484,None,$.05,2.695,0.012692624810370035,None,None,218.81047152432484,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Direct messaging your crush on Snapchat,0,49,49,54,,,,,,,,,,,,,,,,,,,,,,,,,221.56051047926871,None,$.01,3.184,0.01887503098510024,None,None,221.56051047926871,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Doing your laundry,0,50,50,105,,,,,,,,,,,,,,,,,,,,,,,,,224.79474150245733,None,$.05,5.906,0.017437197010622185,None,None,224.79474150245733,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Playing volleyball
with friends",0,51,51,16,,,,,,,,,,,,,,,,,,,,,,,,,230.74639818390665,None,$.05,2.179,0.014490617068076972,None,None,230.74639818390665,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Walking around Central 
Park with family",0,52,52,13,,,,,,,,,,,,,,,,,,,,,,,,,232.98050044584375,None,$.05,2.318,0.028930538281201734,None,None,232.98050044584375,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Painting your bedroom
a new color",0,53,53,101,,,,,,,,,,,,,,,,,,,,,,,,,235.34796639642354,None,$.05,2.142,0.01597137145972738,None,None,235.34796639642354,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Make a post on Twitter,0,54,54,53,,,,,,,,,,,,,,,,,,,,,,,,,237.54859819740477,None,$0,2.262,0.03063335917886434,None,None,237.54859819740477,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Snapchat your friends to keep your "Snapstreaks",0,55,55,51,,,,,,,,,,,,,,,,,,,,,,,,,239.88241671806236,None,$.02,3.619,0.046203207025882875,None,None,239.88241671806236,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Reading at the library,0,56,56,78,,,,,,,,,,,,,,,,,,,,,,,,,243.5506207443084,None,$.03,4.1,0.023088074251063517,None,None,243.5506207443084,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Practicing an
 instrument",0,57,57,61,,,,,,,,,,,,,,,,,,,,,,,,,247.7016859948501,None,$.01,3.508,0.01500815021404378,None,None,247.7016859948501,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Getting 1 million subscribers on Youtube,0,58,58,23,,,,,,,,,,,,,,,,,,,,,,,,,251.26928114210614,None,$0,1.987,0.03201863119329573,None,None,251.26928114210614,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Practicing photography,0,59,59,65,,,,,,,,,,,,,,,,,,,,,,,,,253.30324456582434,None,$.05,2.394,0.014159072396523698,None,None,253.30324456582434,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Having a celebrity comment on your Facebook post,0,60,60,57,,,,,,,,,,,,,,,,,,,,,,,,,255.75386633649055,None,$0,2.679,0.02539800133922654,None,None,255.75386633649055,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Getting drinks 
with co-workers",0,61,61,44,,,,,,,,,,,,,,,,,,,,,,,,,258.4880315794744,None,$.05,2.325,0.028693231916804507,None,None,258.4880315794744,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Taking your friend 
to the spa",0,62,62,1,,,,,,,,,,,,,,,,,,,,,,,,,260.85549970717693,None,$.05,1.882,0.02690954646504906,None,None,260.85549970717693,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Getting likes on an
Instagram picture",0,63,63,17,,,,,,,,,,,,,,,,,,,,,,,,,262.80619845467845,None,$.03,2.941,0.026604127264590716,None,None,262.80619845467845,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Uploading photos on social media,0,64,64,5,,,,,,,,,,,,,,,,,,,,,,,,,265.79040343015004,None,$.02,2.473,0.01735571042149786,None,None,265.79040343015004,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Taking your friend 
on a cruise",0,65,65,6,,,,,,,,,,,,,,,,,,,,,,,,,268.30762462549615,None,$.05,2.629,0.015369552567108258,None,None,268.30762462549615,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Make comments on your friend's Instagram post,0,66,66,50,,,,,,,,,,,,,,,,,,,,,,,,,271.00884596017795,None,$.02,2.972,0.04161538765379191,None,None,271.00884596017795,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Looking at your friend's Snapchat stories,0,67,67,4,,,,,,,,,,,,,,,,,,,,,,,,,274.04293970023514,None,$.02,2.174,0.024864295282668536,None,None,274.04293970023514,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Going to a coffee shop with friends,0,68,68,58,,,,,,,,,,,,,,,,,,,,,,,,,276.2601070584492,None,$.05,4.441,0.015930628165278904,None,None,276.2601070584492,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Sleeping over at 
a friend's house",0,69,69,26,,,,,,,,,,,,,,,,,,,,,,,,,280.744968747405,None,$.05,1.815,0.022454531571838743,None,None,280.744968747405,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going to the beach 
alone",0,70,70,80,,,,,,,,,,,,,,,,,,,,,,,,,282.6128149168976,None,$.05,1.964,0.0205209356774958,None,None,282.6128149168976,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Looking at your Twitter feed,0,71,71,48,,,,,,,,,,,,,,,,,,,,,,,,,284.6459155780276,None,$0,3.477,0.025726435835622397,None,None,284.6459155780276,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Playing videogames 
with friends",0,72,72,31,,,,,,,,,,,,,,,,,,,,,,,,,288.1806032060308,None,$.02,5.244,0.024940494573911565,None,None,288.1806032060308,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Teaching yourself a 
different language",0,73,73,66,,,,,,,,,,,,,,,,,,,,,,,,,293.4654230942324,None,$.05,2.289,0.01684595271353828,None,None,293.4654230942324,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Getting ice cream
with friends",0,74,74,49,,,,,,,,,,,,,,,,,,,,,,,,,295.7995548095282,None,$.05,2.833,0.02165335045174288,None,None,295.7995548095282,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Putting together 
a puzzle",0,75,75,60,,,,,,,,,,,,,,,,,,,,,,,,,298.68369860785447,None,$.03,5.786,0.020907841466851096,None,None,298.68369860785447,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Writing journal entries,0,76,76,107,,,,,,,,,,,,,,,,,,,,,,,,,304.518766019346,None,$0,3.83,0.01706148785183359,None,None,304.518766019346,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Getting retweeted by 
a celebrity",0,77,77,29,,,,,,,,,,,,,,,,,,,,,,,,,308.43646767455016,None,$0,2.279,0.03813852284724817,None,None,308.43646767455016,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Playing with a pet,0,78,78,87,,,,,,,,,,,,,,,,,,,,,,,,,310.75379107025174,None,$.05,4.524,0.02022826819529655,None,None,310.75379107025174,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Making cookies with your partner,0,79,79,8,,,,,,,,,,,,,,,,,,,,,,,,,315.33921249743025,None,$.05,1.929,0.04073427503203675,None,None,315.33921249743025,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going on a first date 
to the movies",0,80,80,20,,,,,,,,,,,,,,,,,,,,,,,,,317.32259700869577,None,$.05,1.985,0.021321805779962233,None,None,317.32259700869577,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Watching the news,0,81,81,104,,,,,,,,,,,,,,,,,,,,,,,,,319.3396367253215,None,$.02,2.767,0.011507648076303667,None,None,319.3396367253215,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Exercising from home,0,82,82,71,,,,,,,,,,,,,,,,,,,,,,,,,322.157061046207,None,$.05,2.009,0.016905979094190116,None,None,322.157061046207,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Studying for a test alone,0,83,83,99,,,,,,,,,,,,,,,,,,,,,,,,,324.20830615817795,None,$.05,2.332,0.02400091065919696,None,None,324.20830615817795,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Driving to school
by yourself",0,84,84,88,,,,,,,,,,,,,,,,,,,,,,,,,326.59179324302,None,$.05,1.753,0.01951728215476578,None,None,326.59179324302,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Taking a family member
 on a shopping trip",0,85,85,0,,,,,,,,,,,,,,,,,,,,,,,,,328.39234330859813,None,$.05,3.736,0.0187814147127483,None,None,328.39234330859813,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Celebrating holidays 
with family",0,86,86,37,,,,,,,,,,,,,,,,,,,,,,,,,332.1770299257944,None,$.05,1.676,0.016265283011989595,None,None,332.1770299257944,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going to a comedy show 
with a significant other",0,87,87,56,,,,,,,,,,,,,,,,,,,,,,,,,333.9106779466499,None,$.05,2.581,0.037605438825494275,None,None,333.9106779466499,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Getting tagged in 
Instagram pictures",0,88,88,11,,,,,,,,,,,,,,,,,,,,,,,,,336.5447944531893,None,$.03,2.523,0.01695698596654438,None,None,336.5447944531893,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Rearranging furniture 
in your house",0,89,89,100,,,,,,,,,,,,,,,,,,,,,,,,,339.12919387681154,None,$.05,2.688,0.03241580056078419,None,None,339.12919387681154,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Playing icebreakers
with classmates",0,90,90,19,,,,,,,,,,,,,,,,,,,,,,,,,341.8630602319631,None,$.02,3.157,0.018201989081489955,None,None,341.8630602319631,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going to a karaoke
bar with friends",0,91,91,43,,,,,,,,,,,,,,,,,,,,,,,,,345.0806882071179,None,$.05,1.9,0.033735758896682455,None,None,345.0806882071179,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Snapchatting your friends,0,92,92,2,,,,,,,,,,,,,,,,,,,,,,,,,347.03143796149175,None,$.02,1.956,0.017252141588869563,None,None,347.03143796149175,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Watching Netflix at home 
by yourself",0,93,93,76,,,,,,,,,,,,,,,,,,,,,,,,,349.0319004445373,None,$.05,2.783,0.020398705793923,None,None,349.0319004445373,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Getting a slice of 
pizza with a friend",0,94,94,10,,,,,,,,,,,,,,,,,,,,,,,,,351.86631720738615,None,$.05,1.222,0.017236901730711907,None,None,351.86631720738615,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Drawing a picture,0,95,95,70,,,,,,,,,,,,,,,,,,,,,,,,,353.13306542284545,None,$.05,1.15,0.024864295282441162,None,None,353.13306542284545,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Calling a family member over Skype,0,96,96,32,,,,,,,,,,,,,,,,,,,,,,,,,354.3501771089243,None,$.05,3.426,0.028163569087610085,None,None,354.3501771089243,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going to a farmer's
market by yourself",0,97,97,83,,,,,,,,,,,,,,,,,,,,,,,,,357.8181135356999,None,$.03,1.947,0.022261389694676836,None,None,357.8181135356999,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
"Going to a street fair
with friends",0,98,98,40,,,,,,,,,,,,,,,,,,,,,,,,,359.81845845412477,None,$.05,2.189,0.016677692237408337,None,None,359.81845845412477,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
Getting a lot of comments on your Instagram post,0,99,99,41,,,,,,,,,,,,,,,,,,,,,,,,,362.0693450873073,None,$.02,2.387,0.03482214307882714,None,None,362.0693450873073,None,,,,,,,011,001,2020_Jan_11_1145,choiceText,3.1.2,59.999944016933505,
