choices,,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,10.01613419,None,space,1.821555365,10.01613419,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
,,,,,,,,,,,,11.86632374,None,space,0.51532229,11.86632374,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
,,,,,,,,,,,,,,,,,,12.39987802,12.39987802,space,27.26928018,12.39987802,None,,,,,,,,,,,,,,,,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
,,,,,,,,,,,,,,,,,,,,,,,,39.69116809,39.69116809,space,18.4414529,39.69116809,None,,,,,,,,,,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
Writing journal entries,NS,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,58.81291476,None,$0 ,13.966,0.569696975,None,None,58.81291476,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Buying clothes for yourself",NS,0,1,1,85,,,,,,,,,,,,,,,,,,,,,,,,,72.8337658,None,$0.05 ,5.659,0.029990517,None,None,72.8337658,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Going to a museum alone",NS,0,2,2,96,,,,,,,,,,,,,,,,,,,,,,,,,78.55226585,None,$0.03 ,6.431,0.031813374,None,None,78.55226585,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
Looking at your Twitter feed,SM,0,3,3,48,,,,,,,,,,,,,,,,,,,,,,,,,85.03730029,None,$0.01 ,3.118,0.03726235,None,None,85.03730029,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
Going to the zoo with friends,S,0,4,4,52,,,,,,,,,,,,,,,,,,,,,,,,,88.22172387,None,$0.05 ,2.963,0.026741036,None,None,88.22172387,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
Drawing a picture,NS,0,5,5,70,,,,,,,,,,,,,,,,,,,,,,,,,91.2390477,None,$0.02 ,4.045,0.032139317,None,None,91.2390477,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Cleaning up around the house",NS,0,6,6,79,,,,,,,,,,,,,,,,,,,,,,,,,95.34022448,None,$0 ,3.429,0.030186145,None,None,95.34022448,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
Going out to dinner with friends,S,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,98.82465276,None,$0.04 ,3.835,0.038574209,None,None,98.82465276,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Getting a slice of pizza by yourself",NS,0,8,8,72,,,,,,,,,,,,,,,,,,,,,,,,,102.725808,None,$0.01 ,3.283,0.038089027,None,None,102.725808,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Rearranging furniture in your house",NS,0,9,9,100,,,,,,,,,,,,,,,,,,,,,,,,,106.0601944,None,$0 ,5.518,0.022791462,None,None,106.0601944,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Looking through old photo albums",NS,0,10,10,106,,,,,,,,,,,,,,,,,,,,,,,,,111.6298012,None,$0.03 ,6.002,0.026776181,None,None,111.6298012,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
Watching videos on Youtube,NS,0,11,11,14,,,,,,,,,,,,,,,,,,,,,,,,,117.6970198,None,$0.01 ,3.304,0.036965642,None,None,117.6970198,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Playing a videogame at home",NS,0,12,12,98,,,,,,,,,,,,,,,,,,,,,,,,,121.0644684,None,$0 ,2.343,0.027421536,None,None,121.0644684,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
Studying for a test alone,NS,0,13,13,99,,,,,,,,,,,,,,,,,,,,,,,,,123.4488575,None,$0.01 ,6.334,0.026663594,None,None,123.4488575,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Going to the movies by yourself",NS,0,14,14,77,,,,,,,,,,,,,,,,,,,,,,,,,129.8502645,None,$0 ,4.309,0.032060008,None,None,129.8502645,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Listening to musicby yourself",NS,0,15,15,82,,,,,,,,,,,,,,,,,,,,,,,,,134.2184159,None,$0.05 ,4.186,0.034026243,None,None,134.2184159,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Taking your friend on a cruise",S,0,16,16,6,,,,,,,,,,,,,,,,,,,,,,,,,138.4530295,None,$0.04 ,5.178,0.015941987,None,None,138.4530295,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Getting a slice of pizza with a friend",S,0,17,17,10,,,,,,,,,,,,,,,,,,,,,,,,,143.6878741,None,$0.02 ,3.188,0.033358494,None,None,143.6878741,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
Calling a family member over Skype,SM,0,18,18,32,,,,,,,,,,,,,,,,,,,,,,,,,146.9385759,None,$0.03 ,3.605,0.03576046,None,None,146.9385759,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Going on a first date to the movies",S,0,19,19,20,,,,,,,,,,,,,,,,,,,,,,,,,150.608627,None,$0.03 ,3.851,0.038183886,None,None,150.608627,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Sleeping over at a friend's house",S,0,20,20,26,,,,,,,,,,,,,,,,,,,,,,,,,154.5241862,None,$0.04 ,4.034,0.03675664,None,None,154.5241862,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Trying out a new recipe at home",NS,0,21,21,68,,,,,,,,,,,,,,,,,,,,,,,,,158.6253614,None,$0.02 ,2.965,0.026502799,None,None,158.6253614,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
Exercising from home,NS,0,22,22,71,,,,,,,,,,,,,,,,,,,,,,,,,161.6428955,None,$0.02 ,3.257,0.037095335,None,None,161.6428955,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Learning how to perform card tricks",NS,0,23,23,103,,,,,,,,,,,,,,,,,,,,,,,,,164.960777,None,$0 ,3.988,0.030526395,None,None,164.960777,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Going for a bicycleride alone",NS,0,24,24,95,,,,,,,,,,,,,,,,,,,,,,,,,169.0283303,None,$0 ,2.683,0.039044464,None,None,169.0283303,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Going to the beach alone",NS,0,25,25,80,,,,,,,,,,,,,,,,,,,,,,,,,171.7474313,None,$0 ,3.081,0.024185118,None,None,171.7474313,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Watching a football game from home",NS,0,26,26,62,,,,,,,,,,,,,,,,,,,,,,,,,174.8969574,None,$0.02 ,3.171,0.035455666,None,None,174.8969574,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Going to an amusement park with a friend",S,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,178.1309819,None,$0.04 ,3.246,0.026544164,None,None,178.1309819,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Painting your bedrooma new color",NS,0,28,28,101,,,,,,,,,,,,,,,,,,,,,,,,,181.4322773,None,$0.04 ,3.504,0.031543102,None,None,181.4322773,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Going to a karaokebar with friends",S,0,29,29,43,,,,,,,,,,,,,,,,,,,,,,,,,184.9996725,None,$0.05 ,2.847,0.02554363,None,None,184.9996725,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Going to a farmer'smarket by yourself",NS,0,30,30,83,,,,,,,,,,,,,,,,,,,,,,,,,187.9005182,None,$0.03 ,3.368,0.034779831,None,None,187.9005182,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Getting retweeted by a celebrity",SM,0,31,31,29,,,,,,,,,,,,,,,,,,,,,,,,,191.3350607,None,$0.02 ,4.627,0.029475477,None,None,191.3350607,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
"Playing icebreakerswith classmates",S,0,32,32,19,,,,,,,,,,,,,,,,,,,,,,,,,196.0361657,None,$0 ,4.175,0.043619489,None,None,196.0361657,None,,,,,,,9,1,2020_Jan_09_1404,choiceText,3.1.2,59.97722372
