choices,Type,typeCode,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Sharing Youtube videos with your partner,social Media,2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,166.42229657544522,None,$.05,2.413,0.022675453452393413,None,None,166.42229657544522,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going on a first date 
to the movies",social,1,0,10,10,20,,,,,,,,,,,,,,,,,,,,,,,,,168.8897658464266,None,$.02,5.391,0.015499413275392726,None,None,168.8897658464266,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Direct messaging your crush on Snapchat,social Media,2,0,11,11,54,,,,,,,,,,,,,,,,,,,,,,,,,174.32465571459034,None,$.04,3.286,0.018860237178159878,None,None,174.32465571459034,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Celebrating holidays 
with family",social,1,0,12,12,37,,,,,,,,,,,,,,,,,,,,,,,,,177.65899766830262,None,$.05,1.934,0.019881609186995775,None,None,177.65899766830262,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going to the movies 
by yourself",nonsocial,0,0,13,13,77,,,,,,,,,,,,,,,,,,,,,,,,,179.64314898563316,None,$0,1.805,0.016479420301038772,None,None,179.64314898563316,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Practicing an
 instrument",nonsocial,0,0,14,14,61,,,,,,,,,,,,,,,,,,,,,,,,,181.47856347323977,None,$.01,1.926,0.013917592936195433,None,None,181.47856347323977,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Make a post on Twitter,social Media,2,0,15,15,53,,,,,,,,,,,,,,,,,,,,,,,,,183.4605877616268,None,$.04,1.958,0.016011343337595463,None,None,183.4605877616268,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Snapchat your friends to keep your "Snapstreaks",social Media,2,0,16,16,51,,,,,,,,,,,,,,,,,,,,,,,,,185.49450390523998,None,$0,2.826,0.03755470359465107,None,None,185.49450390523998,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Playing videogames 
with friends",social,1,0,17,17,31,,,,,,,,,,,,,,,,,,,,,,,,,188.36202629751642,None,$.01,3.356,0.016631506441626698,None,None,188.36202629751642,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going grocery shopping 
alone",nonsocial,0,0,18,18,89,,,,,,,,,,,,,,,,,,,,,,,,,191.7480467504647,None,$0,2.06,0.014193151902873069,None,None,191.7480467504647,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Driving to school
by yourself",nonsocial,0,0,19,19,88,,,,,,,,,,,,,,,,,,,,,,,,,193.8635945887072,None,$0,1.556,0.016034980420954525,None,None,193.8635945887072,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Playing ping-pong
with friends",social,1,0,20,20,22,,,,,,,,,,,,,,,,,,,,,,,,,195.46411995458766,None,$.05,2.272,0.01743361316039227,None,None,195.46411995458766,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Taking your friend 
on a cruise",social,1,0,21,21,6,,,,,,,,,,,,,,,,,,,,,,,,,197.7814861086663,None,$.05,2.675,0.014948295371141285,None,None,197.7814861086663,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Playing with a pet,nonsocial,0,0,22,22,87,,,,,,,,,,,,,,,,,,,,,,,,,200.4821942578419,None,$.05,1.412,0.013322933024028316,None,None,200.4821942578419,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Taking an art class 
with friends",social,1,0,23,23,38,,,,,,,,,,,,,,,,,,,,,,,,,201.9495002461481,None,$.05,1.521,0.018469291826477274,None,None,201.9495002461481,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Having hundreds of friends on Facebook,social Media,2,0,24,24,59,,,,,,,,,,,,,,,,,,,,,,,,,203.51656137267128,None,$0,3.136,0.019674473471241072,None,None,203.51656137267128,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Reading a book,nonsocial,0,0,25,25,92,,,,,,,,,,,,,,,,,,,,,,,,,206.6839836493309,None,$0,1.205,0.013037421595072374,None,None,206.6839836493309,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going to the beach 
alone",nonsocial,0,0,26,26,80,,,,,,,,,,,,,,,,,,,,,,,,,207.9344804174325,None,$0,1.569,0.01861329158418812,None,None,207.9344804174325,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going to a farmer's
market by yourself",nonsocial,0,0,27,27,83,,,,,,,,,,,,,,,,,,,,,,,,,209.5515358989942,None,$.04,4.22,0.017743383708875626,None,None,209.5515358989942,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Sleeping over at 
a friend's house",social,1,0,28,28,26,,,,,,,,,,,,,,,,,,,,,,,,,213.8196575542388,None,$.05,1.554,0.017404688784154132,None,None,213.8196575542388,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Posting Instagram stories,social Media,2,0,29,29,33,,,,,,,,,,,,,,,,,,,,,,,,,215.4200199484767,None,$.02,3.242,0.016169649752555415,None,None,215.4200199484767,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Putting together 
a puzzle",nonsocial,0,0,30,30,60,,,,,,,,,,,,,,,,,,,,,,,,,218.70422510241042,None,$.04,2.206,0.016169649752555415,None,None,218.70422510241042,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Shopping online,nonsocial,0,0,31,31,69,,,,,,,,,,,,,,,,,,,,,,,,,220.93815443303902,None,$.05,1.616,0.011283610161626711,None,None,220.93815443303902,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Making cookies with your partner,social,1,0,32,32,8,,,,,,,,,,,,,,,,,,,,,,,,,222.60537905993988,None,$.05,1.42,0.017387271975167096,None,None,222.60537905993988,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Going out to dinner with friends,social,1,0,33,33,3,,,,,,,,,,,,,,,,,,,,,,,,,224.07255659921793,None,$.05,1.357,0.015682911878684536,None,None,224.07255659921793,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Going on a blind date,social,1,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,225.45624661963666,None,$0,2.434,0.011322175996610895,None,None,225.45624661963666,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Teaching yourself a 
different language",nonsocial,0,0,35,35,66,,,,,,,,,,,,,,,,,,,,,,,,,227.94028457213426,None,$.03,2.387,0.017705439910059795,None,None,227.94028457213426,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Getting tagged in 
Instagram pictures",social Media,2,0,36,36,11,,,,,,,,,,,,,,,,,,,,,,,,,230.3743054654915,None,$.04,2.287,0.01713441711035557,None,None,230.3743054654915,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Looking at your Twitter feed,social Media,2,0,37,37,48,,,,,,,,,,,,,,,,,,,,,,,,,232.70849937625462,None,$.05,1.791,0.015239405038300902,None,None,232.70849937625462,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Studying for a test alone,nonsocial,0,0,38,38,99,,,,,,,,,,,,,,,,,,,,,,,,,234.52549309033202,None,$.05,2.681,0.012025069008814171,None,None,234.52549309033202,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Snapchatting your friends,social Media,2,0,39,39,2,,,,,,,,,,,,,,,,,,,,,,,,,237.2436382738233,None,$.02,2.078,0.013637679774546996,None,None,237.2436382738233,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Taking a nap,nonsocial,0,0,40,40,74,,,,,,,,,,,,,,,,,,,,,,,,,239.36024293972878,None,$.02,1.886,0.009711120306747034,None,None,239.36024293972878,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Practicing photography,nonsocial,0,0,41,41,65,,,,,,,,,,,,,,,,,,,,,,,,,241.27731649126508,None,$.04,1.63,0.01244804888847284,None,None,241.27731649126508,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Having a celebrity comment on your Facebook post,social Media,2,0,42,42,57,,,,,,,,,,,,,,,,,,,,,,,,,242.96128738901461,None,$.05,2.646,0.020910756546072662,None,None,242.96128738901461,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Taking an online
class",nonsocial,0,0,43,43,86,,,,,,,,,,,,,,,,,,,,,,,,,245.64536154360394,None,$0,2.012,0.012808203842723742,None,None,245.64536154360394,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Buying clothes 
for yourself",nonsocial,0,0,44,44,85,,,,,,,,,,,,,,,,,,,,,,,,,247.71271393526695,None,$.05,2.889,0.017210926685947925,None,None,247.71271393526695,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Taking your friend 
to the spa",social,1,0,45,45,1,,,,,,,,,,,,,,,,,,,,,,,,,250.64685037054005,None,$.05,1.439,0.01616063032997772,None,None,250.64685037054005,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Getting retweeted by 
a celebrity",social Media,2,0,46,46,29,,,,,,,,,,,,,,,,,,,,,,,,,252.1305741982942,None,$.05,1.222,0.015534868958638981,None,None,252.1305741982942,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Talking to a friend 
over Skype",social Media,2,0,47,47,12,,,,,,,,,,,,,,,,,,,,,,,,,253.39755131973652,None,$.01,2.557,0.015753512212540954,None,None,253.39755131973652,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Viewing videos and photos on Instagram's Explore page,social Media,2,0,48,48,39,,,,,,,,,,,,,,,,,,,,,,,,,256.0151094009343,None,$.04,3.104,0.027456059091491625,None,None,256.0151094009343,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Trying out a new 
recipe at home",nonsocial,0,0,49,49,68,,,,,,,,,,,,,,,,,,,,,,,,,259.1659533546481,None,$.03,1.803,0.017835755046689883,None,None,259.1659533546481,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Watching Netflix at home 
by yourself",nonsocial,0,0,50,50,76,,,,,,,,,,,,,,,,,,,,,,,,,261.016654521547,None,$.02,2.896,0.022564421233255416,None,None,261.016654521547,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Looking at your Facebook feed,social Media,2,0,51,51,55,,,,,,,,,,,,,,,,,,,,,,,,,263.9675453140517,None,$0,1.957,0.015384337864816189,None,None,263.9675453140517,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going on a weekend
getaway with family",social,1,0,52,52,18,,,,,,,,,,,,,,,,,,,,,,,,,265.96804666958633,None,$.04,6.657,0.017061328660929576,None,None,265.96804666958633,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Watching a new 
episode of a television 
show",nonsocial,0,0,53,53,97,,,,,,,,,,,,,,,,,,,,,,,,,272.6698610977619,None,$.04,1.963,0.02317276582471095,None,None,272.6698610977619,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going for a walk 
in the park",nonsocial,0,0,54,54,64,,,,,,,,,,,,,,,,,,,,,,,,,274.6712715490139,None,$.04,1.561,0.013370518252486363,None,None,274.6712715490139,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Direct messaging friends on Instagrams,social Media,2,0,55,55,28,,,,,,,,,,,,,,,,,,,,,,,,,276.2876617703587,None,$.03,2.971,0.017354304407490417,None,None,276.2876617703587,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Make comments on your friend's Instagram post,social media,2,0,56,56,50,,,,,,,,,,,,,,,,,,,,,,,,,279.30666414121515,None,$.02,2.795,0.021391896123532206,None,None,279.30666414121515,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Working on a group
project with classmates",social,1,0,57,57,42,,,,,,,,,,,,,,,,,,,,,,,,,282.15731150258216,None,$.03,2.444,0.024595035647507757,None,None,282.15731150258216,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Getting 1 million subscribers on Youtube,social Media,2,0,58,58,23,,,,,,,,,,,,,,,,,,,,,,,,,284.6568980086595,None,$.05,6.952,0.019420063501456752,None,None,284.6568980086595,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Putting gas in a car,nonsocial,0,0,59,59,90,,,,,,,,,,,,,,,,,,,,,,,,,291.6420672768145,None,$.01,2.366,0.01081086797057651,None,None,291.6420672768145,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Getting breakfast
by yourself",nonsocial,0,0,60,60,84,,,,,,,,,,,,,,,,,,,,,,,,,294.0595434367715,None,$0,3.341,0.015196485037449747,None,None,294.0595434367715,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Having a Tweet go viral,social Media,2,0,61,61,15,,,,,,,,,,,,,,,,,,,,,,,,,297.42706505151,None,$.05,1.713,0.01236594101646915,None,None,297.42706505151,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Listening to music
by yourself",nonsocial,0,0,62,62,82,,,,,,,,,,,,,,,,,,,,,,,,,299.19435116596287,None,$.05,2.14,0.015632838534656912,None,None,299.19435116596287,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Reading at the library,nonsocial,0,0,63,63,78,,,,,,,,,,,,,,,,,,,,,,,,,301.36272297025425,None,$0,2.177,0.013609999470645562,None,None,301.36272297025425,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going to a street fair
with friends",social,1,0,64,64,40,,,,,,,,,,,,,,,,,,,,,,,,,303.59548724014894,None,$.05,1.858,0.015877607045695186,None,None,303.59548724014894,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Rearranging furniture 
in your house",nonsocial,0,0,65,65,100,,,,,,,,,,,,,,,,,,,,,,,,,305.496067686734,None,$.05,1.77,0.020336001529358327,None,None,305.496067686734,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going sight-seeing
with family",social ,1,0,66,66,24,,,,,,,,,,,,,,,,,,,,,,,,,307.3135876375309,None,$.03,3.776,0.01525340072112158,None,None,307.3135876375309,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Drawing a picture,nonsocial,0,0,67,67,70,,,,,,,,,,,,,,,,,,,,,,,,,311.11437251401367,None,$.05,1.319,0.014023959927726537,None,None,311.11437251401367,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Becoming "InstaFamous",social Media,2,0,68,68,36,,,,,,,,,,,,,,,,,,,,,,,,,312.4814571532188,None,$.05,1.454,0.01940824493067339,None,None,312.4814571532188,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Learning how to 
perform card tricks",nonsocial,0,0,69,69,103,,,,,,,,,,,,,,,,,,,,,,,,,313.98189179613837,None,$0,1.98,0.022844023362267762,None,None,313.98189179613837,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Playing volleyball
with friends",social,1,0,70,70,16,,,,,,,,,,,,,,,,,,,,,,,,,316.0158452615142,None,$0,2.474,0.015702194796176627,None,None,316.0158452615142,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Watching videos on Youtube,nonsocial,0,0,71,71,14,,,,,,,,,,,,,,,,,,,,,,,,,318.53314249476534,None,$.05,2.39,0.015366610052296892,None,None,318.53314249476534,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Looking through old 
photo albums",nonsocial,0,0,72,72,106,,,,,,,,,,,,,,,,,,,,,,,,,320.9673419104947,None,$.03,2.252,0.01821674796519801,None,None,320.9673419104947,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Learning to drive 
with a family member",social,1,0,73,73,46,,,,,,,,,,,,,,,,,,,,,,,,,323.2681381389848,None,$0,2.567,0.018862414261093363,None,None,323.2681381389848,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Uploading photos on social media,social Media,2,0,74,74,5,,,,,,,,,,,,,,,,,,,,,,,,,325.88544056619867,None,$.02,2.726,0.01812375456211157,None,None,325.88544056619867,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Listening to a podcast,nonsocial,0,0,75,75,102,,,,,,,,,,,,,,,,,,,,,,,,,328.6527947928698,None,$.01,2.414,0.021664344938471913,None,None,328.6527947928698,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Listening to music
by yourself",nonsocial,0,0,76,76,109,,,,,,,,,,,,,,,,,,,,,,,,,331.12016298409435,None,$.04,2.173,0.01562506318441592,None,None,331.12016298409435,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Cleaning up around 
the house",nonsocial,0,0,77,77,79,,,,,,,,,,,,,,,,,,,,,,,,,333.33752954247757,None,$.04,1.707,0.01553455792600289,None,None,333.33752954247757,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Getting a haircut,nonsocial,0,0,78,78,91,,,,,,,,,,,,,,,,,,,,,,,,,335.07134022106766,None,$.05,1.796,0.011128724901936948,None,None,335.07134022106766,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Playing a videogame 
at home",nonsocial,0,0,79,79,98,,,,,,,,,,,,,,,,,,,,,,,,,336.9219427963253,None,$.01,2.358,0.015488216740777716,None,None,336.9219427963253,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going to a bar 
with friends",social,1,0,80,80,35,,,,,,,,,,,,,,,,,,,,,,,,,339.3072292547731,None,$.04,2.544,0.013179244269849733,None,None,339.3072292547731,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Going to the zoo with friends,social,1,0,81,81,52,,,,,,,,,,,,,,,,,,,,,,,,,341.90672422925127,None,$.05,1.657,0.014904753334121779,None,None,341.90672422925127,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Getting likes on an
Instagram picture",social Media,2,0,82,82,17,,,,,,,,,,,,,,,,,,,,,,,,,343.60726038733264,None,$.05,1.536,0.01727250759722665,None,None,343.60726038733264,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Taking a family member
 on a shopping trip",social,1,0,83,83,0,,,,,,,,,,,,,,,,,,,,,,,,,345.19101366813993,None,$.05,1.922,0.017714148329105228,None,None,345.19101366813993,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going to a comedy show 
with a significant other",social,1,0,84,84,56,,,,,,,,,,,,,,,,,,,,,,,,,347.15827253775205,None,$.05,2.116,0.02312424752744846,None,None,347.15827253775205,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Getting a slice of pizza 
by yourself",nonsocial,0,0,85,85,72,,,,,,,,,,,,,,,,,,,,,,,,,349.3421925845905,None,$.02,2.493,0.024699847563169897,None,None,349.3421925845905,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Running a marathon,nonsocial,0,0,86,86,93,,,,,,,,,,,,,,,,,,,,,,,,,351.85956352829817,None,$0,2.302,0.011189683777047321,None,None,351.85956352829817,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Getting drinks 
with co-workers",social,1,0,87,87,44,,,,,,,,,,,,,,,,,,,,,,,,,354.2102172654704,None,$0,1.947,0.022500041231978685,None,None,354.2102172654704,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Getting verified on 
Instagram",social Media,2,0,88,88,47,,,,,,,,,,,,,,,,,,,,,,,,,356.21101097477367,None,$.04,2.608,0.015252156648784876,None,None,356.21101097477367,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Playing icebreakers
with classmates",social,1,0,89,89,19,,,,,,,,,,,,,,,,,,,,,,,,,358.86167749462766,None,$0,3.086,0.018177249090513214,None,None,358.86167749462766,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Walking around Central 
Park with family",social,1,0,90,90,13,,,,,,,,,,,,,,,,,,,,,,,,,362.0125811631442,None,$.02,3.215,0.03620427811983973,None,None,362.0125811631442,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Watching a football 
game from home",nonsocial,0,0,91,91,62,,,,,,,,,,,,,,,,,,,,,,,,,365.28020768309943,None,$.04,2.337,0.01709274112363346,None,None,365.28020768309943,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Trying to solve a 
Rubik’s cube",nonsocial,0,0,92,92,73,,,,,,,,,,,,,,,,,,,,,,,,,367.6642090291716,None,$0,2.102,0.01840024656848982,None,None,367.6642090291716,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Exercising from home,nonsocial,0,0,93,93,71,,,,,,,,,,,,,,,,,,,,,,,,,369.79807625021203,None,$0,1.428,0.012756575393723324,None,None,369.79807625021203,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Calling a family member over Skype,social Media,2,0,94,94,32,,,,,,,,,,,,,,,,,,,,,,,,,371.28183677766356,None,$.01,2.837,0.017577301914570853,None,None,371.28183677766356,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
