choices,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Sharing Youtube videos with your partner,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,141.61491818916102,None,$0,2.633,0.03997906249628613,None,None,141.61491818916102,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Celebrating holidays 
with family",0,9,9,37,,,,,,,,,,,,,,,,,,,,,,,,,144.33156334916703,None,$.05,2.829,0.04351498763890049,None,None,144.33156334916703,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Playing icebreakers
with classmates",0,10,10,19,,,,,,,,,,,,,,,,,,,,,,,,,147.2159859645326,None,$.01,7.274,0.030823414299675278,None,None,147.2159859645326,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Reading at the library,0,11,11,78,,,,,,,,,,,,,,,,,,,,,,,,,154.55118600757692,None,$.02,4.024,0.03461654852776519,None,None,154.55118600757692,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Getting retweeted by 
a celebrity",0,12,12,29,,,,,,,,,,,,,,,,,,,,,,,,,158.63572133463845,None,$0,2.64,0.03364929307940656,None,None,158.63572133463845,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Getting ice cream
with friends",0,13,13,49,,,,,,,,,,,,,,,,,,,,,,,,,161.33649137572024,None,$.02,2.419,0.0357066547485374,None,None,161.33649137572024,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Planting flowers 
in a garden",0,14,14,67,,,,,,,,,,,,,,,,,,,,,,,,,163.82080519817373,None,$.01,2.529,0.03107067091764293,None,None,163.82080519817373,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Trying to solve a 
Rubik’s cube",0,15,15,73,,,,,,,,,,,,,,,,,,,,,,,,,166.40466173584105,None,$0,2.457,0.035317575466933704,None,None,166.40466173584105,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Taking an art class 
with friends",0,16,16,38,,,,,,,,,,,,,,,,,,,,,,,,,168.92208026478534,None,$0,1.848,0.03741194787517088,None,None,168.92208026478534,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Getting 1 million subscribers on Youtube,0,17,17,23,,,,,,,,,,,,,,,,,,,,,,,,,170.83927511201978,None,$.01,4.305,0.03558411499079739,None,None,170.83927511201978,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Taking a family member
 on a shopping trip",0,18,18,0,,,,,,,,,,,,,,,,,,,,,,,,,175.20744177106644,None,$.03,5.788,0.034015668294159696,None,None,175.20744177106644,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going on a weekend
getaway with family",0,19,19,18,,,,,,,,,,,,,,,,,,,,,,,,,181.05914627110587,None,$.05,3.204,0.03393418246537294,None,None,181.05914627110587,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Uploading photos on social media,0,20,20,5,,,,,,,,,,,,,,,,,,,,,,,,,184.32683188384976,None,$0,3.186,0.035822663199496674,None,None,184.32683188384976,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going on vacation 
by yourself",0,21,21,94,,,,,,,,,,,,,,,,,,,,,,,,,187.5775214810019,None,$.01,5.571,0.037190505470334756,None,None,187.5775214810019,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going to an amusement 
park with a friend",0,22,22,27,,,,,,,,,,,,,,,,,,,,,,,,,193.21264628961126,None,$0,3.924,0.03102308568168155,None,None,193.21264628961126,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going to a street fair
with friends",0,23,23,40,,,,,,,,,,,,,,,,,,,,,,,,,197.19721187839446,None,$.01,3.589,0.03010030532300334,None,None,197.19721187839446,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Taking your friend 
on a cruise",0,24,24,6,,,,,,,,,,,,,,,,,,,,,,,,,200.83266667350904,None,$.02,3.332,0.0260440527317769,None,None,200.83266667350904,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Direct messaging your crush on Snapchat,0,25,25,54,,,,,,,,,,,,,,,,,,,,,,,,,204.23231703088027,None,$0,2.404,0.035418344201843865,None,None,204.23231703088027,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going for a bicycle
ride alone",0,26,26,95,,,,,,,,,,,,,,,,,,,,,,,,,206.69998193005085,None,$.01,2.794,0.030104037498404068,None,None,206.69998193005085,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Putting together 
a puzzle",0,27,27,60,,,,,,,,,,,,,,,,,,,,,,,,,209.5507645827754,None,$0,3.386,0.034778898155991556,None,None,209.5507645827754,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Getting a slice of 
pizza with a friend",0,28,28,10,,,,,,,,,,,,,,,,,,,,,,,,,213.0034961152719,None,$.02,2.363,0.037323308710483616,None,None,213.0034961152719,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Going to the zoo with friends,0,29,29,52,,,,,,,,,,,,,,,,,,,,,,,,,215.41908659362184,None,$.02,2.017,0.023167789584931597,None,None,215.41908659362184,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Calling a family member over Skype,0,30,30,32,,,,,,,,,,,,,,,,,,,,,,,,,217.50303099291727,None,$.02,2.884,0.03423213446512818,None,None,217.50303099291727,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Getting a haircut,0,31,31,91,,,,,,,,,,,,,,,,,,,,,,,,,220.4371982186326,None,$.01,3.039,0.020484666512857075,None,None,220.4371982186326,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Writing journal entries,0,32,32,107,,,,,,,,,,,,,,,,,,,,,,,,,223.53816911295212,None,$0,2.371,0.03507591711218083,None,None,223.53816911295212,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Direct messaging friends on Instagrams,0,33,33,28,,,,,,,,,,,,,,,,,,,,,,,,,225.9720089957866,None,$0,2.187,0.03775997322782132,None,None,225.9720089957866,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Getting a lot of comments on your Instagram post,0,34,34,41,,,,,,,,,,,,,,,,,,,,,,,,,228.23927629387526,None,$0,2.763,0.04032180060039536,None,None,228.23927629387526,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Putting gas in a car,0,35,35,90,,,,,,,,,,,,,,,,,,,,,,,,,231.04040173135604,None,$.02,3.017,0.02687321769190021,None,None,231.04040173135604,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Making cookies with your partner,0,36,36,8,,,,,,,,,,,,,,,,,,,,,,,,,234.1243700787768,None,$.04,3.242,0.03164324882141045,None,None,234.1243700787768,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Walking around Central 
Park with family",0,37,37,13,,,,,,,,,,,,,,,,,,,,,,,,,237.44194150250541,None,$.05,2.691,0.04548495420135623,None,None,237.44194150250541,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Shopping online,0,38,38,69,,,,,,,,,,,,,,,,,,,,,,,,,240.1763443528921,None,$.02,4.622,0.020164010446478642,None,None,240.1763443528921,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going to a farmer's
market by yourself",0,39,39,83,,,,,,,,,,,,,,,,,,,,,,,,,244.86159849692854,None,$.01,2.751,0.0361918375458572,None,None,244.86159849692854,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Reading a book,0,40,40,92,,,,,,,,,,,,,,,,,,,,,,,,,247.66191405235554,None,$.01,1.858,0.019621289945462195,None,None,247.66191405235554,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Watching videos on Youtube,0,41,41,14,,,,,,,,,,,,,,,,,,,,,,,,,249.57908028624547,None,$.01,2.997,0.025928977324838343,None,None,249.57908028624547,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Listening to music
by yourself",0,42,42,82,,,,,,,,,,,,,,,,,,,,,,,,,252.62973648042794,None,$.04,2.795,0.028091150918953645,None,None,252.62973648042794,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Going to a coffee shop with friends,0,43,43,58,,,,,,,,,,,,,,,,,,,,,,,,,255.48084103327756,None,$.03,3.669,0.03541989927475697,None,None,255.48084103327756,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Learning how to 
perform card tricks",0,44,44,103,,,,,,,,,,,,,,,,,,,,,,,,,259.2315939219036,None,$.03,2.493,0.04318189098739822,None,None,259.2315939219036,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going on a hike 
by yourself",0,45,45,108,,,,,,,,,,,,,,,,,,,,,,,,,261.7826007850631,None,$.04,2.541,0.03043433501807158,None,None,261.7826007850631,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Getting likes on a 
Facebook status",0,46,46,45,,,,,,,,,,,,,,,,,,,,,,,,,264.38495025165753,None,$0,3.198,0.0383219766347338,None,None,264.38495025165753,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Viedochatting your friend over Snapchat,0,47,47,7,,,,,,,,,,,,,,,,,,,,,,,,,267.650756403091,None,$.02,3.171,0.03707822919477621,None,None,267.650756403091,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Playing videogames 
with friends",0,48,48,31,,,,,,,,,,,,,,,,,,,,,,,,,270.9017078745478,None,$0,2.211,0.04049068153562985,None,None,270.9017078745478,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Exercising from home,0,49,49,71,,,,,,,,,,,,,,,,,,,,,,,,,273.15343937065563,None,$.04,2.217,0.02831166027999643,None,None,273.15343937065563,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Driving to school
by yourself",0,50,50,88,,,,,,,,,,,,,,,,,,,,,,,,,275.43633826322593,None,$.02,2.175,0.03102432974014846,None,None,275.43633826322593,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going to a karaoke
bar with friends",0,51,51,43,,,,,,,,,,,,,,,,,,,,,,,,,277.6869833852884,None,$.04,3.664,0.03887775974908436,None,None,277.6869833852884,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Taking an online
class",0,52,52,86,,,,,,,,,,,,,,,,,,,,,,,,,281.40500385191604,None,$.04,2.027,0.02677151591319671,None,None,281.40500385191604,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going to the beach 
alone",0,53,53,80,,,,,,,,,,,,,,,,,,,,,,,,,283.4886527873284,None,$.04,1.714,0.03137764234111273,None,None,283.4886527873284,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Having a celebrity comment on your Facebook post,0,54,54,57,,,,,,,,,,,,,,,,,,,,,,,,,285.2725505033304,None,$0,2.186,0.04765428113159942,None,None,285.2725505033304,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Watching a new 
episode of a television 
show",0,55,55,97,,,,,,,,,,,,,,,,,,,,,,,,,287.54010922211205,None,$.01,2.894,0.04191543948081744,None,None,287.54010922211205,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Painting your bedroom
a new color",0,56,56,101,,,,,,,,,,,,,,,,,,,,,,,,,290.49098104272616,None,$.01,2.156,0.03100629089249196,None,None,290.49098104272616,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Working on a group
project with classmates",0,57,57,42,,,,,,,,,,,,,,,,,,,,,,,,,292.7247029266164,None,$.02,3.644,0.03793756257232417,None,None,292.7247029266164,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Watching the news,0,58,58,104,,,,,,,,,,,,,,,,,,,,,,,,,296.4093630327409,None,$.05,3.959,0.02170570988619147,None,None,296.4093630327409,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Buying clothes 
for yourself",0,59,59,85,,,,,,,,,,,,,,,,,,,,,,,,,300.4272022089501,None,$.05,2.043,0.02970967096825916,None,None,300.4272022089501,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going dancing with
a significant other",0,60,60,21,,,,,,,,,,,,,,,,,,,,,,,,,302.52788914692724,None,$.05,2.141,0.029308151102213742,None,None,302.52788914692724,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Playing a videogame 
at home",0,61,61,98,,,,,,,,,,,,,,,,,,,,,,,,,304.7282043291368,None,$.01,2.142,0.034214717646818826,None,None,304.7282043291368,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Getting a slice of pizza 
by yourself",0,62,62,72,,,,,,,,,,,,,,,,,,,,,,,,,306.9288541630706,None,$.02,2.108,0.029044721724403644,None,None,306.9288541630706,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Viewing videos and photos on Instagram's Explore page,0,63,63,39,,,,,,,,,,,,,,,,,,,,,,,,,309.11285662879436,None,$0,3.567,0.04594152365439186,None,None,309.11285662879436,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Make a post on Twitter,0,64,64,53,,,,,,,,,,,,,,,,,,,,,,,,,312.73048717640086,None,$0,1.455,0.022752585075522802,None,None,312.73048717640086,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Becoming "InstaFamous",0,65,65,36,,,,,,,,,,,,,,,,,,,,,,,,,314.2478711827232,None,$.01,3.008,0.030548166366543228,None,None,314.2478711827232,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Taking a road trip 
by yourself",0,66,66,75,,,,,,,,,,,,,,,,,,,,,,,,,317.2990026072355,None,$.05,2.502,0.023732592123224094,None,None,317.2990026072355,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Buying coffee on 
the way to work",0,67,67,63,,,,,,,,,,,,,,,,,,,,,,,,,319.8659296864382,None,$0,2.339,0.03038923789904402,None,None,319.8659296864382,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Looking through old 
photo albums",0,68,68,106,,,,,,,,,,,,,,,,,,,,,,,,,322.2668542706815,None,$.04,2.193,0.02738297064342987,None,None,322.2668542706815,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Playing with a pet,0,69,69,87,,,,,,,,,,,,,,,,,,,,,,,,,324.5008140807513,None,$.04,1.567,0.022316853601978437,None,None,324.5008140807513,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Rearranging furniture 
in your house",0,70,70,100,,,,,,,,,,,,,,,,,,,,,,,,,326.1344646800919,None,$.03,2.747,0.02490947142132427,None,None,326.1344646800919,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going to a music
festival with friends",0,71,71,30,,,,,,,,,,,,,,,,,,,,,,,,,328.9364388764534,None,$.04,2.114,0.039499477961953744,None,None,328.9364388764534,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Listening to a podcast,0,72,72,102,,,,,,,,,,,,,,,,,,,,,,,,,331.1028472454834,None,$.02,1.957,0.0194172643591628,None,None,331.1028472454834,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Playing volleyball
with friends",0,73,73,16,,,,,,,,,,,,,,,,,,,,,,,,,333.1198314425201,None,$.05,2.133,0.034736600168571385,None,None,333.1198314425201,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Taking a nap,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,335.30379969663636,None,$.04,1.671,0.020591655540101783,None,None,335.30379969663636,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Running a marathon,0,75,75,93,,,,,,,,,,,,,,,,,,,,,,,,,337.03803148898555,None,$.02,2.395,0.030787025590143458,None,None,337.03803148898555,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Having a Tweet go viral,0,76,76,15,,,,,,,,,,,,,,,,,,,,,,,,,339.4889690891905,None,$0,1.859,0.02754967447663148,None,None,339.4889690891905,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Drawing a picture,0,77,77,70,,,,,,,,,,,,,,,,,,,,,,,,,341.3891769402569,None,$.01,2.906,0.01987663294335107,None,None,341.3891769402569,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Cleaning up around 
the house",0,78,78,79,,,,,,,,,,,,,,,,,,,,,,,,,344.3563994211395,None,$.03,3.645,0.03255421062476671,None,None,344.3563994211395,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Practicing an
 instrument",0,79,79,61,,,,,,,,,,,,,,,,,,,,,,,,,348.04325653449473,None,$.02,2.167,0.026528924514650498,None,None,348.04325653449473,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Getting breakfast
by yourself",0,80,80,84,,,,,,,,,,,,,,,,,,,,,,,,,350.27475901810203,None,$.01,2.261,0.028260031853960754,None,None,350.27475901810203,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Watching YouTube
videos",0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,352.5923817592418,None,$.01,1.623,0.028369820012585478,None,None,352.5923817592418,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going on a first date 
to the movies",0,82,82,20,,,,,,,,,,,,,,,,,,,,,,,,,354.2610479388595,None,$.01,3.397,0.02462209391842407,None,None,354.2610479388595,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going to the movies 
by yourself",0,83,83,77,,,,,,,,,,,,,,,,,,,,,,,,,357.72724173890765,None,$.01,1.6,0.02524661126267347,None,None,357.72724173890765,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Sleeping over at 
a friend's house",0,84,84,26,,,,,,,,,,,,,,,,,,,,,,,,,359.3940775975241,None,$.04,3.536,0.036267725111656546,None,None,359.3940775975241,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Snapchatting your friends,0,85,85,2,,,,,,,,,,,,,,,,,,,,,,,,,362.9784460652452,None,$.01,2.767,0.023706777910319943,None,None,362.9784460652452,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Watching Netflix at home 
by yourself",0,86,86,76,,,,,,,,,,,,,,,,,,,,,,,,,365.8127007793714,None,$.01,2.143,0.03130019970240028,None,None,365.8127007793714,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Looking at your Facebook feed,0,87,87,55,,,,,,,,,,,,,,,,,,,,,,,,,368.0135086087289,None,$0,2.239,0.03180373236205014,None,None,368.0135086087289,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going to a bar 
with friends",0,88,88,35,,,,,,,,,,,,,,,,,,,,,,,,,370.31417172298666,None,$.02,3.186,0.034449844694790954,None,None,370.31417172298666,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Getting likes on an
Instagram picture",0,89,89,17,,,,,,,,,,,,,,,,,,,,,,,,,373.56516673648935,None,$0,3.169,0.03224972731800335,None,None,373.56516673648935,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going grocery shopping 
alone",0,90,90,89,,,,,,,,,,,,,,,,,,,,,,,,,376.79937784636695,None,$.01,2.827,0.029015486350772335,None,None,376.79937784636695,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going to a museum 
alone",0,91,91,96,,,,,,,,,,,,,,,,,,,,,,,,,379.68367885501834,None,$.01,1.722,0.028496713975073362,None,None,379.68367885501834,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Snapchat your friends to keep your "Snapstreaks",0,92,92,51,,,,,,,,,,,,,,,,,,,,,,,,,381.467183137534,None,$.01,2.298,0.03659242436810928,None,None,381.467183137534,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Going out to dinner with friends,0,93,93,3,,,,,,,,,,,,,,,,,,,,,,,,,383.83455888641834,None,$.04,3.443,0.029892858575749415,None,None,383.83455888641834,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Going for a walk 
in the park",0,94,94,64,,,,,,,,,,,,,,,,,,,,,,,,,387.31952708361905,None,$.05,3.132,0.023564333217336753,None,None,387.31952708361905,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Learning to drive 
with a family member",0,95,95,46,,,,,,,,,,,,,,,,,,,,,,,,,390.5216987120573,None,$.04,2.4,0.039771615748804834,None,None,390.5216987120573,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Taking classes with a friend,0,96,96,25,,,,,,,,,,,,,,,,,,,,,,,,,392.98743811975487,None,$.04,3.405,0.03681293372937944,None,None,392.98743811975487,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
"Talking to a friend 
over Skype",0,97,97,12,,,,,,,,,,,,,,,,,,,,,,,,,396.4884220144852,None,$.03,2.36,0.041372096950681225,None,None,396.4884220144852,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Practicing photography,0,98,98,65,,,,,,,,,,,,,,,,,,,,,,,,,398.90558467170695,None,$.05,2.499,0.027791954860731494,None,None,398.90558467170695,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
Going on a blind date,0,99,99,34,,,,,,,,,,,,,,,,,,,,,,,,,401.4399497649197,None,$.01,2.536,0.02437888049053072,None,None,401.4399497649197,None,,,,,,,008,001,2020_Jan_09_1350,choiceText,3.1.2,59.98002085584134,
