selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,firstTrialITI.started,firstTrialITI.stopped,rectangle.started,rectangle.stopped,text1.started,text1.stopped,response3.keys,response3.started,response3.stopped,ISI2.started,ISI2.stopped,rectangle2_2.started,rectangle2_2.stopped,feedback2_2.started,feedback2_2.stopped,arrow2_2.started,arrow2_2.stopped,ITI2_2.started,ITI2_2.stopped,polygon.started,polygon.stopped,text.started,text.stopped,response2.keys,response2.rt,response2.started,response2.stopped,ISI.started,ISI.stopped,polygon2_2.started,polygon2_2.stopped,feedback1_2.started,feedback1_2.stopped,arrow1_2.started,arrow1_2.stopped,ITI_2.started,ITI_2.stopped,response3.rt,Finished.started,Finished.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.218544543773078,None,space,13.889008734304753,10.218544543773078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,001,2020_Jan_11_1153,Experiment1,3.1.2,59.97610471385455,
2,0,0,0,14,,,,,0,0,0,0,,,,,,,24.1395237015563,None,30.191504680969047,32.19197369538233,30.191504680969047,32.19197369538233,None,30.191504680969047,32.19197369538233,32.20870737077303,None,34.20905446632014,36.193238292600654,34.20905446632014,35.192637406760696,35.209338425312126,36.193238292600654,36.209876796631306,None,,,,,,,,,,,,,,,,,,,,,,,,,,012,001,2020_Jan_11_1153,Experiment1,3.1.2,59.97610471385455,
2,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,001,2020_Jan_11_1153,Experiment1,3.1.2,59.97610471385455,
1,0,1,1,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.193752404553834,40.1945719357077,38.193752404553834,40.1945719357077,2,0.7136806963553681,38.193752404553834,40.1945719357077,40.2112390533498,None,42.21374927571787,44.195630639330375,42.21374927571787,43.195250886943995,43.2117264177964,44.195630639330375,44.21229993409497,None,,,,,,,,012,001,2020_Jan_11_1153,Experiment1,3.1.2,59.97610471385455,
1,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,001,2020_Jan_11_1153,Experiment1,3.1.2,59.97610471385455,
1,0,2,2,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.19617927422814,48.19672573200296,46.19617927422814,48.19672573200296,2,1.0549962942263846,46.19617927422814,48.19672573200296,48.213398758977746,None,50.21415826375096,52.19793652319095,50.21415826375096,51.19752286989524,51.21418625532715,52.19793652319095,52.214577204344096,None,,,,,,,,012,001,2020_Jan_11_1153,Experiment1,3.1.2,59.97610471385455,
1,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,001,2020_Jan_11_1153,Experiment1,3.1.2,59.97610471385455,
2,0,3,3,18,,,,,0,0,0,0,,,,,,,,,54.19868825252615,56.19900144716439,54.19868825252615,56.19900144716439,1,54.19868825252615,56.19900144716439,56.21589249741737,None,58.21643895519264,60.20013883821866,58.21643895519264,59.20001785240538,59.21676303544382,60.20013883821866,60.217141854777765,None,,,,,,,,,,,,,,,,,,,0.5164402303644238,,,,,,,012,001,2020_Jan_11_1153,Experiment1,3.1.2,59.97610471385455,
2,0,3,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,001,2020_Jan_11_1153,Experiment1,3.1.2,59.97610471385455,
1,0,4,4,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.20133096835616,64.20177230221043,62.20133096835616,64.20177230221043,2,0.4576479673605718,62.20133096835616,64.20177230221043,64.21844346308035,None,66.21889972577583,68.20293737382372,66.21889972577583,67.20257721554071,67.21938335801224,68.20293737382372,68.2196411915329,None,,,,,,,,012,001,2020_Jan_11_1153,Experiment1,3.1.2,59.97610471385455,
