selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,firstTrialITI.started,firstTrialITI.stopped,polygon.started,polygon.stopped,text.started,text.stopped,response2.keys,response2.rt,response2.started,response2.stopped,ISI.started,ISI.stopped,polygon2_2.started,polygon2_2.stopped,feedback1_2.started,feedback1_2.stopped,arrow1_2.started,arrow1_2.stopped,ITI_2.started,ITI_2.stopped,rectangle.started,rectangle.stopped,text1.started,text1.stopped,response3.keys,response3.rt,response3.started,response3.stopped,ISI2.started,ISI2.stopped,rectangle2_2.started,rectangle2_2.stopped,feedback2_2.started,feedback2_2.stopped,arrow2_2.started,arrow2_2.stopped,ITI2_2.started,ITI2_2.stopped,Finished.started,Finished.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,9.96531222912563,None,space,25.561772634009685,9.96531222912563,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,0,0,5,0,0,0,0,,,,,,,,,,,35.55490729742996,None,41.65627286929339,43.65726562794043,41.65627286929339,43.65726562794043,1,0.8066254199075047,41.65627286929339,43.65726562794043,43.673923570648185,None,45.69114973705291,47.65844344028301,45.69114973705291,46.65828420080106,46.67478943533206,47.65844344028301,47.67510076096005,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,1,1,2,0,0,0,0,,,,,,,,,,,,,49.6756752049514,51.6595935723235,49.6756752049514,51.6595935723235,2,0.6270393616996444,49.6756752049514,51.6595935723235,51.67627204199562,None,53.6768928271631,55.66077604988459,53.6768928271631,54.660442642218186,54.677168697126035,55.66077604988459,55.67742310707945,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,2,2,15,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.727572658457575,59.66193426830614,57.727572658457575,59.66193426830614,2,1.7829830220234726,57.727572658457575,59.66193426830614,59.6785956321728,None,61.69573937970745,63.66310243919543,61.69573937970745,62.66280137704962,62.67945869772666,63.66310243919543,63.67975074044807,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,2,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,3,3,20,0,0,0,0,,,,,,,,,,,,,65.66506431937705,67.664263456747,65.66506431937705,67.664263456747,2,1.4772985768286162,65.66506431937705,67.664263456747,67.68092357655587,None,69.68147593851063,71.6654135887893,69.68147593851063,70.66506742952333,70.68173781281439,71.6654135887893,71.68208739324109,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,3,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,4,4,11,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,73.68263571200441,75.66658207069304,73.68263571200441,75.66658207069304,2,1.595542600760382,73.68263571200441,75.66658207069304,75.68325027688115,None,77.68380543796593,79.66772069519357,77.68380543796593,78.66746815132683,78.68410929924357,79.66772069519357,79.68441005037494,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,4,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,5,5,23,0,0,0,0,,,,,,,,,,,,,81.66957123214343,83.66891125913389,81.66957123214343,83.66891125913389,2,0.41639787228632485,81.66957123214343,83.66891125913389,83.68557386706016,None,85.68622015542678,87.67007663089134,85.68622015542678,86.66971056669172,86.68643009029074,87.67007663089134,87.68673301852505,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,5,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,6,6,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6873080845453,91.67123795945918,89.6873080845453,91.67123795945918,1,0.3112615592472139,89.6873080845453,91.67123795945918,91.68789528013622,None,93.68846474789461,95.67239275672,93.68846474789461,94.67211439863968,94.68877358540522,95.67239275672,95.6890712263903,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,7,7,13,0,0,0,0,,,,,,,,,,,,,97.6740955617297,99.67359576124545,97.6740955617297,99.67359576124545,1,1.035505428293618,97.6740955617297,99.67359576124545,99.69023348800147,None,101.6908038888032,103.67473687386155,101.6908038888032,102.67447717665891,102.69114787096623,103.67473687386155,103.69139792671558,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,7,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,8,8,24,0,0,0,0,,,,,,,,,,,,,105.67735126270418,107.6758944702542,105.67735126270418,107.6758944702542,2,0.6641875691821042,105.67735126270418,107.6758944702542,107.69256827470599,None,109.69308735809682,111.67706139708389,109.69308735809682,110.676661121277,110.69343196228874,111.67706139708389,111.6937314693605,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,8,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,9,9,19,0,0,0,0,,,,,,,,,,,,,113.67967298679469,115.6782102850666,113.67967298679469,115.6782102850666,2,0.3175950608401763,113.67967298679469,115.6782102850666,115.69489528604572,None,117.69541654653767,119.67941204553426,117.69541654653767,118.67902421031067,118.69575959565736,119.67941204553426,119.69605754765689,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,9,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,10,10,8,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,121.68193966129911,123.68055626829846,121.68193966129911,123.68055626829846,1,0.9312452434205625,121.68193966129911,123.68055626829846,123.69723535999765,None,125.69775724252031,127.68170266816378,125.69775724252031,126.68140875935387,126.69808940612711,127.68170266816378,127.69839451146436,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,11,11,18,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,129.68321637628833,131.6828652407894,129.68321637628833,131.6828652407894,1,1.08976192764203,129.68321637628833,131.6828652407894,131.69954277741635,None,133.70009856053184,135.68400199920325,133.70009856053184,134.6837339046051,134.700413618335,135.68400199920325,135.70069850772234,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,11,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,12,12,16,0,0,0,0,,,,,,,,,,,,,137.6854880270257,139.6851661269011,137.6854880270257,139.6851661269011,1,1.7913138594631164,137.6854880270257,139.6851661269011,139.70187787513714,None,141.70233599966195,143.68634300620033,141.70233599966195,142.6860391449227,142.70275089315692,143.68634300620033,143.70304480196683,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,12,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,13,13,0,0,0,0,0,,,,,,,,,,,,,145.68875896771897,147.68750962201557,145.68875896771897,147.68750962201557,2,0.4118287565979699,145.68875896771897,147.68750962201557,147.70420799662134,None,149.70475351625464,151.68867717087414,149.70475351625464,150.68825636810288,150.70506421985374,151.68867717087414,151.70535812866365,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,14,14,17,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,153.69103497266042,155.68984596379232,153.69103497266042,155.68984596379232,2,1.0814727661600045,153.69103497266042,155.68984596379232,155.7065169691141,None,157.70707772846254,159.6910088474342,157.70707772846254,158.69072520210648,158.7073850109009,159.6910088474342,159.70770380087924,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,14,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,15,15,21,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,161.69233967896434,163.69216240063543,161.69233967896434,163.69216240063543,2,1.3439482620960916,161.69233967896434,163.69216240063543,163.7088673065482,None,165.70939634240676,167.69334581123985,165.70939634240676,166.693053457504,166.70972384079505,167.69334581123985,167.71002676902935,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,15,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,16,16,4,0,0,0,0,,,,,,,,,,,,,169.69457431896444,171.69451460415803,169.69457431896444,171.69451460415803,2,0.8215192877269146,169.69457431896444,171.69451460415803,171.71115419700254,None,173.71173983752124,175.6956650472148,173.71173983752124,174.695370516376,174.71203125821376,175.6956650472148,175.7123344974625,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,16,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,17,17,7,0,0,0,0,,,,,,,,,,,,,177.69789097880494,179.69682606476636,177.69789097880494,179.69682606476636,1,1.5699930612645403,177.69789097880494,179.69682606476636,179.7135073335703,None,181.71406093958285,183.69799236956896,181.71406093958285,182.69760764449165,182.71438221767858,183.69799236956896,183.71467612648848,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,17,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,18,18,14,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,185.7001417915635,187.69915556422347,185.7001417915635,187.69915556422347,2,0.3596311739911471,185.7001417915635,187.69915556422347,187.7158231483827,None,189.71637488830675,191.70031191655653,189.71637488830675,190.70002205093624,190.71671265017721,191.70031191655653,191.71697079230762,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,18,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
