selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,firstTrialITI.started,firstTrialITI.stopped,polygon.started,polygon.stopped,text.started,text.stopped,response2.keys,response2.rt,response2.started,response2.stopped,ISI.started,ISI.stopped,polygon2_2.started,polygon2_2.stopped,feedback1_2.started,feedback1_2.stopped,arrow1_2.started,arrow1_2.stopped,ITI_2.started,ITI_2.stopped,rectangle.started,rectangle.stopped,text1.started,text1.stopped,response3.keys,response3.rt,response3.started,response3.stopped,ISI2.started,ISI2.stopped,rectangle2_2.started,rectangle2_2.stopped,feedback2_2.started,feedback2_2.stopped,arrow2_2.started,arrow2_2.stopped,ITI2_2.started,ITI2_2.stopped,Finished.started,Finished.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,0,19,19,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,193.70143436829676,195.7014878628106,193.70143436829676,195.7014878628106,2,1.0701166895742062,193.70143436829676,195.7014878628106,195.71814704957615,None,197.71872522574267,199.70268962327827,197.71872522574267,198.7023459521297,198.718999851646,199.70268962327827,199.7192844300189,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,19,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,20,20,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,201.70471059623742,203.70381020893183,201.70471059623742,203.70381020893183,2,1.250650409310765,201.70471059623742,203.70381020893183,203.72047126178404,None,205.72104912693612,207.70497744677596,205.72104912693612,206.70467638463015,206.72135267719932,207.70497744677596,207.72163881064262,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,21,21,6,0,0,0,0,,,,,,,,,,,,,209.7070223678602,211.70616707767294,209.7070223678602,211.70616707767294,2,0.7042453183748876,209.7070223678602,211.70616707767294,211.72280573747412,None,213.72338018146547,215.70730756826197,213.72338018146547,214.70696607421633,214.7236871528894,215.70730756826197,215.7239751524212,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,21,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,22,22,22,0,0,0,0,,,,,,,,,,,,,217.72453653379853,219.70846205450653,217.72453653379853,219.70846205450653,1,0.39050559468705615,217.72453653379853,219.70846205450653,219.72513990214975,None,221.7256941301912,223.70963240249876,221.7256941301912,222.70924207915778,222.72598959407333,223.70963240249876,223.72630713999388,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,23,23,10,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,225.72684799440685,227.71080337251806,225.72684799440685,227.71080337251806,1,0.34007861827376473,225.72684799440685,227.71080337251806,227.7274690905906,None,229.72801492123835,231.71196843326106,229.72801492123835,230.71166394995453,230.72831909353044,231.71196843326106,231.72862637596882,None,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
2,0,23,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,24,24,12,0,0,0,0,,,,,,,,,,,,,233.7138245684764,235.7131303838578,233.7138245684764,235.7131303838578,2,0.26495956965663936,233.7138245684764,235.7131303838578,235.72980263323734,None,237.73034348765032,239.7142954446008,237.73034348765032,238.71405378624513,238.73068031647745,239.7142954446008,239.7309583635415,None,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
1,0,24,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.71486086916775,None,space,12.495449700694735,241.71486086916775,None,010,001,2020_Jan_10_1318,Experiment1,3.1.2,59.988301911403354,
