selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,firstTrialITI.started,firstTrialITI.stopped,polygon.started,polygon.stopped,text.started,text.stopped,response2.keys,response2.rt,response2.started,response2.stopped,ISI.started,ISI.stopped,polygon2_2.started,polygon2_2.stopped,feedback1_2.started,feedback1_2.stopped,arrow1_2.started,arrow1_2.stopped,ITI_2.started,ITI_2.stopped,rectangle.started,rectangle.stopped,text1.started,text1.stopped,response3.keys,response3.rt,response3.started,response3.stopped,ISI2.started,ISI2.stopped,rectangle2_2.started,rectangle2_2.stopped,feedback2_2.started,feedback2_2.stopped,arrow2_2.started,arrow2_2.stopped,ITI2_2.started,ITI2_2.stopped,Finished.started,Finished.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.890385698553018,None,space,10.764067113221245,8.890385698553018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1359,Experiment1,3.1.2,59.980468422179676,
1,0,0,0,24,0,0,0,0,,,,,,,,,,,19.672019228167756,None,25.72352324818712,27.724358944453797,25.72352324818712,27.724358944453797,1,0.9387441167696124,25.72352324818712,27.724358944453797,27.724358944453797,None,29.75832142924901,31.725520273021175,29.75832142924901,30.725291988294885,30.741928782008017,31.725520273021175,31.74220807313077,None,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1359,Experiment1,3.1.2,59.980468422179676,
1,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1359,Experiment1,3.1.2,59.980468422179676,
2,0,1,1,15,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7274466975382,35.72670026246533,33.7274466975382,35.72670026246533,2,1.358600782575195,33.7274466975382,35.72670026246533,35.74335820517217,None,37.74561990344273,39.72786874436861,37.74561990344273,38.72756643816456,38.74424024261634,39.72786874436861,39.7445344624407,None,,,,,,,009,001,2020_Jan_09_1359,Experiment1,3.1.2,59.980468422179676,
2,0,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1359,Experiment1,3.1.2,59.980468422179676,
1,0,2,2,13,0,0,0,0,,,,,,,,,,,,,41.729083567449834,43.72901669930798,41.729083567449834,43.72901669930798,2,0.6048406936497486,41.729083567449834,43.72901669930798,43.74570356637378,None,45.74625064107886,47.730172740626585,45.74625064107886,46.72943345889007,46.74631875327941,47.730172740626585,47.746879201612956,None,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1359,Experiment1,3.1.2,59.980468422179676,
1,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1359,Experiment1,3.1.2,59.980468422179676,
1,0,3,3,4,0,0,0,0,,,,,,,,,,,,,49.73241266787409,51.73133749035469,49.73241266787409,51.73133749035469,2,1.4813439439080867,49.73241266787409,51.73133749035469,51.74804612844355,None,53.74855277124925,55.732501307039,53.74855277124925,54.73201612424191,54.748888045002786,55.732501307039,55.74916982424247,None,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1359,Experiment1,3.1.2,59.980468422179676,
1,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1359,Experiment1,3.1.2,59.980468422179676,
1,0,4,4,0,0,0,0,0,,,,,,,,,,,,,57.73464824091707,59.733689382863304,57.73464824091707,59.733689382863304,1,1.2709071021122327,57.73464824091707,59.733689382863304,59.75032959773671,None,61.7509139941958,63.73484169200674,61.7509139941958,62.73459443538877,62.75123091808746,63.73484169200674,63.75147039933972,None,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1359,Experiment1,3.1.2,59.980468422179676,
