choices,,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,10.12558693,None,space,9.534310879,10.12558693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2020_Jan_08_2007,choiceText,3.1.2,59.871199
,,,,,,,,,,,,19.69179971,None,space,0.408088545,19.69179971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2020_Jan_08_2007,choiceText,3.1.2,59.871199
,,,,,,,,,,,,,,,,,,20.12524885,20.12524885,space,0.974695072,20.12524885,None,,,,,,,,,,,,,,,,,,,,,,7,1,2020_Jan_08_2007,choiceText,3.1.2,59.871199
,,,,,,,,,,,,,,,,,,,,,,,,21.12556236,21.12556236,space,61.21347243,21.12556236,None,,,,,,,,,,,,,,,,7,1,2020_Jan_08_2007,choiceText,3.1.2,59.871199
Sharing Youtube videos with your partner,SM,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,83.44408187,None,$0 ,10.157,0.996927779,None,None,83.44408187,None,,,,,,,7,1,2020_Jan_08_2007,choiceText,3.1.2,59.871199
"Trying out a new recipe at home",NS,0,1,1,68,,,,,,,,,,,,,,,,,,,,,,,,,93.66335476,None,$0 ,4.418,0.039036931,None,None,93.66335476,None,,,,,,,7,1,2020_Jan_08_2007,choiceText,3.1.2,59.871199
"Getting retweeted by a celebrity",SM,0,2,2,29,,,,,,,,,,,,,,,,,,,,,,,,,98.14802148,None,$0 ,11.348,0.029392619,None,None,98.14802148,None,,,,,,,7,1,2020_Jan_08_2007,choiceText,3.1.2,59.871199
"Going on vacation by yourself",NS,0,3,3,94,,,,,,,,,,,,,,,,,,,,,,,,,109.5513829,None,$0.02 ,3.864,0.028818793,None,None,109.5513829,None,,,,,,,7,1,2020_Jan_08_2007,choiceText,3.1.2,59.871199
"Going to the beach alone",NS,0,4,4,80,,,,,,,,,,,,,,,,,,,,,,,,,113.4692117,None,$0.01 ,3.773,0.033365855,None,None,113.4692117,None,,,,,,,7,1,2020_Jan_08_2007,choiceText,3.1.2,59.871199
"Watching YouTubevideos",NS,0,5,5,81,,,,,,,,,,,,,,,,,,,,,,,,,117.3036968,None,$0 ,3.227,0.035550125,None,None,117.3036968,None,,,,,,,7,1,2020_Jan_08_2007,choiceText,3.1.2,59.871199
