text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.725579326972365,None,space,3.4205650970106944,7.725579326972365,None,9876,001,2019_Nov_26_0957,choiceText,3.1.5,60.108116242311326,
