selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,firstTrialITI.started,firstTrialITI.stopped,rectangle.started,rectangle.stopped,text1.started,text1.stopped,response3.keys,response3.started,response3.stopped,ISI2.started,ISI2.stopped,rectangle2_2.started,rectangle2_2.stopped,feedback2_2.started,feedback2_2.stopped,arrow2_2.started,arrow2_2.stopped,ITI2_2.started,ITI2_2.stopped,polygon.started,polygon.stopped,text.started,text.stopped,response2.keys,response2.rt,response2.started,response2.stopped,ISI.started,ISI.stopped,polygon2_2.started,polygon2_2.stopped,feedback1_2.started,feedback1_2.stopped,arrow1_2.started,arrow1_2.stopped,ITI_2.started,ITI_2.stopped,response3.rt,Finished.started,Finished.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,0,4,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,5,5,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.88263044111795,76.88203888764315,74.88263044111795,76.88203888764315,2,0.24981751104041905,74.88263044111795,76.88203888764315,76.89871932715914,None,78.899297195906,80.88324563185029,78.899297195906,79.8829016475479,79.89961474380175,80.88324563185029,80.89990834342325,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,5,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,6,6,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.88591850806597,84.884420341353,82.88591850806597,84.884420341353,1,0.4224531554650639,82.88591850806597,84.884420341353,84.90108896224046,None,86.9016248437531,88.8856109126998,86.9016248437531,87.88523396064329,87.90189760526596,88.8856109126998,88.90230006067941,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,6,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,7,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.88827134825351,92.8868005509969,90.88827134825351,92.8868005509969,2,1.4439428438668074,90.88827134825351,92.8868005509969,92.90349280914188,None,94.90402806862153,96.88799640962498,94.90402806862153,95.88769099137448,95.90436272242732,96.88799640962498,96.9046684516943,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,8,8,11,,,,,0,0,0,0,,,,,,,,,98.90521459675301,100.88918853605446,98.90521459675301,100.88918853605446,1,98.90521459675301,100.88918853605446,100.90585622389199,None,102.9064076562322,104.89037693028536,102.9064076562322,103.8900587603564,103.90674293207121,104.89037693028536,104.90704461812288,None,,,,,,,,,,,,,,,,,,,0.5068562042981739,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,9,9,9,,,,,0,0,0,0,,,,,,,,,106.89290611685578,108.89155537198667,106.89290611685578,108.89155537198667,1,106.89290611685578,108.89155537198667,108.90829023939887,None,110.90885908866562,112.89274874248235,110.90885908866562,111.89246540640693,111.90912687391346,112.89274874248235,112.90943135911425,None,,,,,,,,,,,,,,,,,,,0.33497726313521525,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,10,10,15,,,,,0,0,0,0,,,,,,,,,114.89523500876908,116.89390883420742,114.89523500876908,116.89390883420742,2,114.89523500876908,116.89390883420742,116.91059300592201,None,118.91117491788395,120.89510096063691,118.91117491788395,119.8948462380838,119.91150086322637,120.89510096063691,120.91168311892375,None,,,,,,,,,,,,,,,,,,,0.6285314762742473,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,11,11,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.89657020281084,124.89629681926476,122.89657020281084,124.89629681926476,2,0.5390038077755435,122.89657020281084,124.89629681926476,124.9129729045494,None,126.91354019873324,128.89748303637998,126.91354019873324,127.89717326389791,127.91387827372137,128.89748303637998,128.9141902233191,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,11,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,12,12,14,,,,,0,0,0,0,,,,,,,,,130.91475845055288,132.89867920602455,130.91475845055288,132.89867920602455,2,130.91475845055288,132.89867920602455,132.91536897603692,None,134.91593658123747,136.8998775527848,134.91593658123747,135.89958892942832,135.9162805655401,136.8998775527848,136.91655426010266,None,,,,,,,,,,,,,,,,,,,0.46491842191448995,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,13,13,21,,,,,0,0,0,0,,,,,,,,,138.90223630228684,140.90106594701592,138.90223630228684,140.90106594701592,2,138.90223630228684,140.90106594701592,140.91773985518466,None,142.91817901055083,144.90225745141242,142.91817901055083,143.9019613636583,143.9186424252075,144.90225745141242,144.91891456468738,None,,,,,,,,,,,,,,,,,,,0.9892531341915856,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,13,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,14,14,3,,,,,0,0,0,0,,,,,,,,,146.9045533755716,148.90343464904754,146.9045533755716,148.90343464904754,1,146.9045533755716,148.90343464904754,148.92003142511203,None,150.92065439125827,152.90462179921224,150.92065439125827,151.90434530550056,151.92099526539505,152.90462179921224,152.92130877007594,None,,,,,,,,,,,,,,,,,,,0.15482279365596696,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,14,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,15,15,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.9069099479575,156.90581143750933,154.9069099479575,156.90581143750933,2,0.4163622073838269,154.9069099479575,156.90581143750933,156.92243185083134,None,158.92305637206027,160.9070091622366,158.92305637206027,159.9066452728748,159.92338729366793,160.9070091622366,160.9236815153222,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,16,16,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.9092021399183,164.908197245451,162.9092021399183,164.908197245451,2,1.0464994620970174,162.9092021399183,164.908197245451,164.9248739527684,None,166.92544684525046,168.9093809744336,166.92544684525046,167.90901770710525,167.9258135337609,168.9093809744336,168.926057059718,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,16,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,17,17,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.91159914445552,172.9105622152838,170.91159914445552,172.9105622152838,1,0.5954306070761959,170.91159914445552,172.9105622152838,172.92721621839337,None,174.92782736591062,176.91177331372273,174.92782736591062,175.91142342010608,175.92809826132407,176.91177331372273,176.92842140751782,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,17,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,18,18,18,,,,,0,0,0,0,,,,,,,,,178.92901202794292,180.91300400620412,178.92901202794292,180.91300400620412,2,178.92901202794292,180.91300400620412,180.92961571106298,None,182.93019420184282,184.91414108270465,182.93019420184282,183.91383410937124,183.93052076921867,184.91414108270465,184.93080037309528,None,,,,,,,,,,,,,,,,,,,0.5137999597545786,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,19,19,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.91621680714752,188.91532916591905,186.91621680714752,188.91532916591905,2,0.9184172492268772,186.91621680714752,188.91532916591905,188.9319893893594,None,190.93256290387444,192.91652284743122,190.93256290387444,191.9161402970767,191.93289444751508,192.91652284743122,192.9331877361201,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,20,20,8,,,,,0,0,0,0,,,,,,,,,194.93378550992566,196.91770937556294,194.93378550992566,196.91770937556294,1,194.93378550992566,196.91770937556294,196.93436866595357,None,198.93496768382556,200.9189086553729,198.93496768382556,199.91860230407292,199.93527838935734,200.9189086553729,200.93555550510155,None,,,,,,,,,,,,,,,,,,,1.1007239532191306,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
2,0,20,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,21,21,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.9208755240238,204.9200883411404,202.9208755240238,204.9200883411404,1,1.0495001497542944,202.9208755240238,204.9200883411404,204.9367641154081,None,206.9373248782449,208.9212823336693,206.9373248782449,207.9210049069079,207.93767290576216,208.9212823336693,208.9379497104901,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,21,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,22,22,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.9385095402772,212.92247414908206,210.9385095402772,212.92247414908206,1,0.7118770688430232,210.9385095402772,212.92247414908206,212.93913499455584,None,214.9397066429715,216.92368369243832,214.9397066429715,215.92325448960173,215.93988547748677,216.92368369243832,216.94031374727365,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,22,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,23,23,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.9240239445421,220.92486431125553,218.9240239445421,220.92486431125553,2,0.49426407730879873,218.9240239445421,220.92486431125553,220.9415052516697,None,222.94209462802883,224.9260244029806,222.94209462802883,223.92569441442265,223.94239040476623,224.9260244029806,224.9427070196125,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,23,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,24,24,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.94327058159797,228.92725136326317,226.94327058159797,228.92725136326317,2,1.2108648654866556,226.94327058159797,228.92725136326317,228.94390505535648,None,230.94446768429225,232.9284279388653,230.94446768429225,231.92807182491742,231.94478025592298,232.9284279388653,232.94506390301513,None,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
1,0,24,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.92899461101615,None,space,9.34490180119019,234.92899461101615,None,007,001,2020_Jan_08_2003,Experiment1,3.1.2,59.91035609737245,
