choices,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"Taking an art class 
with friends",0,25,25,38,,,,,,,,,,,,,,,,,,,,,,,,,153.5679584157142,None,$0,2.634,0.03569579127952238,None,None,153.5679584157142,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Playing with a pet,0,26,26,87,,,,,,,,,,,,,,,,,,,,,,,,,156.2523835604852,None,$.03,2.281,0.024575360010658187,None,None,156.2523835604852,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Direct messaging friends on Instagrams,0,27,27,28,,,,,,,,,,,,,,,,,,,,,,,,,158.6026807221706,None,$0,2.295,0.028663063217663876,None,None,158.6026807221706,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going to a music
festival with friends",0,28,28,30,,,,,,,,,,,,,,,,,,,,,,,,,160.95361235958762,None,$.04,3.576,0.02806901976282461,None,None,160.95361235958762,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Taking your friend 
to the spa",0,29,29,1,,,,,,,,,,,,,,,,,,,,,,,,,164.58793382666954,None,$0,8.161,0.03130391294234869,None,None,164.58793382666954,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Getting breakfast
by yourself",0,30,30,84,,,,,,,,,,,,,,,,,,,,,,,,,172.80722667858527,None,$0,1.925,0.032556691494846746,None,None,172.80722667858527,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Going to the zoo with friends,0,31,31,52,,,,,,,,,,,,,,,,,,,,,,,,,174.79297492296882,None,$.01,2.765,0.041690653892601404,None,None,174.79297492296882,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Cleaning up around 
the house",0,32,32,79,,,,,,,,,,,,,,,,,,,,,,,,,177.6250519010482,None,$.01,3.437,0.030977966586306138,None,None,177.6250519010482,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Getting ice cream
with friends",0,33,33,49,,,,,,,,,,,,,,,,,,,,,,,,,181.1263334487212,None,$.02,1.565,0.028702251424874703,None,None,181.1263334487212,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Getting likes on a 
Facebook status",0,34,34,45,,,,,,,,,,,,,,,,,,,,,,,,,182.75988048218915,None,$0,2.126,0.04024442244508464,None,None,182.75988048218915,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Talking to a friend 
over Skype",0,35,35,12,,,,,,,,,,,,,,,,,,,,,,,,,184.9438632045444,None,$0,2.781,0.029135187806332397,None,None,184.9438632045444,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Watching a football 
game from home",0,36,36,62,,,,,,,,,,,,,,,,,,,,,,,,,187.77807656193772,None,$.01,2.319,0.037022592001449084,None,None,187.77807656193772,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going on a first date 
to the movies",0,37,37,20,,,,,,,,,,,,,,,,,,,,,,,,,190.162311643905,None,$.03,2.355,0.032424820068627014,None,None,190.162311643905,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Exercising from home,0,38,38,71,,,,,,,,,,,,,,,,,,,,,,,,,192.57974349141432,None,$.05,2.296,0.03034286881938897,None,None,192.57974349141432,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Walking around Central 
Park with family",0,39,39,13,,,,,,,,,,,,,,,,,,,,,,,,,194.93277014281648,None,$.03,3.282,0.03752115307861459,None,None,194.93277014281648,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Learning how to 
perform card tricks",0,40,40,103,,,,,,,,,,,,,,,,,,,,,,,,,198.29794451634143,None,$0,2.729,0.04175441248298739,None,None,198.29794451634143,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Snapchatting your friends,0,41,41,2,,,,,,,,,,,,,,,,,,,,,,,,,201.06537152752844,None,$.01,2.334,0.025257732439513347,None,None,201.06537152752844,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going to a museum 
alone",0,42,42,96,,,,,,,,,,,,,,,,,,,,,,,,,203.45016488593592,None,$0,3.066,0.022893688304066018,None,None,203.45016488593592,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Having a Tweet go viral,0,43,43,15,,,,,,,,,,,,,,,,,,,,,,,,,206.5685179362249,None,$0,1.982,0.023718817772987677,None,None,206.5685179362249,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Rearranging furniture 
in your house",0,44,44,100,,,,,,,,,,,,,,,,,,,,,,,,,208.61789663208492,None,$0,2.203,0.030437729161803873,None,None,208.61789663208492,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Going on a blind date,0,45,45,34,,,,,,,,,,,,,,,,,,,,,,,,,210.86853818346526,None,$0,1.986,0.02331511703778233,None,None,210.86853818346526,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Taking a road trip 
by yourself",0,46,46,75,,,,,,,,,,,,,,,,,,,,,,,,,212.9206357944463,None,$.02,2.682,0.03926720541130635,None,None,212.9206357944463,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Getting 1 million subscribers on Youtube,0,47,47,23,,,,,,,,,,,,,,,,,,,,,,,,,215.6700645330243,None,$0,1.972,0.033241863081912015,None,None,215.6700645330243,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going dancing with
a significant other",0,48,48,21,,,,,,,,,,,,,,,,,,,,,,,,,217.7039859693782,None,$.04,2.428,0.027308270920002542,None,None,217.7039859693782,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going to an amusement 
park with a friend",0,49,49,27,,,,,,,,,,,,,,,,,,,,,,,,,220.20469711092755,None,$.02,2.473,0.04202437568665118,None,None,220.20469711092755,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Playing ping-pong
with friends",0,50,50,22,,,,,,,,,,,,,,,,,,,,,,,,,222.73853659416545,None,$0,7.998,0.030031540286017844,None,None,222.73853659416545,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Watching the news,0,51,51,104,,,,,,,,,,,,,,,,,,,,,,,,,230.77462426751526,None,$0,1.436,0.022659803132228262,None,None,230.77462426751526,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going to a karaoke
bar with friends",0,52,52,43,,,,,,,,,,,,,,,,,,,,,,,,,232.27474665290765,None,$0,1.953,0.0362733508063684,None,None,232.27474665290765,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Getting tagged in 
Instagram pictures",0,53,53,11,,,,,,,,,,,,,,,,,,,,,,,,,234.29227964331267,None,$0,1.287,0.034039934027077834,None,None,234.29227964331267,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going sight-seeing
with family",0,54,54,24,,,,,,,,,,,,,,,,,,,,,,,,,235.62674539142063,None,$.04,2.318,0.025308428294920304,None,None,235.62674539142063,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Planting flowers 
in a garden",0,55,55,67,,,,,,,,,,,,,,,,,,,,,,,,,238.00986485355907,None,$.01,3.448,0.0274494728719219,None,None,238.00986485355907,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Doing your laundry,0,56,56,105,,,,,,,,,,,,,,,,,,,,,,,,,241.511184967404,None,$.01,2.011,0.0317567544452686,None,None,241.511184967404,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Reading a book,0,57,57,92,,,,,,,,,,,,,,,,,,,,,,,,,243.5781815614514,None,$.01,1.66,0.02661998915755248,None,None,243.5781815614514,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Reading at the library,0,58,58,78,,,,,,,,,,,,,,,,,,,,,,,,,245.27893854698232,None,$0,1.635,0.02523347307351287,None,None,245.27893854698232,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Going to a coffee shop with friends,0,59,59,58,,,,,,,,,,,,,,,,,,,,,,,,,246.97924113592308,None,$0,2.5,0.03534060927677274,None,None,246.97924113592308,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Getting a slice of 
pizza with a friend",0,60,60,10,,,,,,,,,,,,,,,,,,,,,,,,,249.54658000474637,None,$0,2.186,0.034988226432233205,None,None,249.54658000474637,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Watching Netflix at home 
by yourself",0,61,61,76,,,,,,,,,,,,,,,,,,,,,,,,,251.81396860527002,None,$.01,2.678,0.04252480286913851,None,None,251.81396860527002,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Making cookies with your partner,0,62,62,8,,,,,,,,,,,,,,,,,,,,,,,,,254.54840132331765,None,$.01,1.773,0.03292680233880674,None,None,254.54840132331765,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Looking at your Facebook feed,0,63,63,55,,,,,,,,,,,,,,,,,,,,,,,,,256.3822221766063,None,$0,2.541,0.03130329090754458,None,None,256.3822221766063,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Watching videos on Youtube,0,64,64,14,,,,,,,,,,,,,,,,,,,,,,,,,258.96629720896,None,$.01,2.003,0.02373778984110686,None,None,258.96629720896,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going on vacation 
by yourself",0,65,65,94,,,,,,,,,,,,,,,,,,,,,,,,,261.0337904979797,None,$.01,2.326,0.029558482645370532,None,None,261.0337904979797,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Taking a family member
 on a shopping trip",0,66,66,0,,,,,,,,,,,,,,,,,,,,,,,,,263.41776899049637,None,$.02,2.717,0.03687361461106775,None,None,263.41776899049637,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going to the movies 
by yourself",0,67,67,77,,,,,,,,,,,,,,,,,,,,,,,,,266.2016242578734,None,$0,2.006,0.03610633440030142,None,None,266.2016242578734,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going grocery shopping 
alone",0,68,68,89,,,,,,,,,,,,,,,,,,,,,,,,,268.2689321804537,None,$0,1.483,0.03763778464690404,None,None,268.2689321804537,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Looking through old 
photo albums",0,69,69,106,,,,,,,,,,,,,,,,,,,,,,,,,269.8196739105756,None,$0,1.574,0.029412926448003418,None,None,269.8196739105756,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Make a post on Twitter,0,70,70,53,,,,,,,,,,,,,,,,,,,,,,,,,271.4532361839024,None,$0,1.578,0.03261702889312801,None,None,271.4532361839024,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Playing videogames 
with friends",0,71,71,31,,,,,,,,,,,,,,,,,,,,,,,,,273.0872469444862,None,$.02,1.836,0.034284082776594005,None,None,273.0872469444862,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Trying out a new 
recipe at home",0,72,72,68,,,,,,,,,,,,,,,,,,,,,,,,,274.9875502798691,None,$.01,3.721,0.035821442356336775,None,None,274.9875502798691,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Putting gas in a car,0,73,73,90,,,,,,,,,,,,,,,,,,,,,,,,,278.772158831669,None,$.01,1.464,0.031611198247901484,None,None,278.772158831669,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Posting Instagram stories,0,74,74,33,,,,,,,,,,,,,,,,,,,,,,,,,280.28944254153566,None,$0,1.428,0.02829668458434753,None,None,280.28944254153566,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Direct messaging your crush on Snapchat,0,75,75,54,,,,,,,,,,,,,,,,,,,,,,,,,281.8062727878646,None,$0,1.258,0.044855568130969914,None,None,281.8062727878646,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Getting likes on an
Instagram picture",0,76,76,17,,,,,,,,,,,,,,,,,,,,,,,,,283.1233122245749,None,$0,1.244,0.03217569503840423,None,None,283.1233122245749,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Painting your bedroom
a new color",0,77,77,101,,,,,,,,,,,,,,,,,,,,,,,,,284.42378189212513,None,$.01,2.067,0.0343745888740159,None,None,284.42378189212513,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Becoming "InstaFamous",0,78,78,36,,,,,,,,,,,,,,,,,,,,,,,,,286.5420854906288,None,$0,1.614,0.02609281446893874,None,None,286.5420854906288,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Playing icebreakers
with classmates",0,79,79,19,,,,,,,,,,,,,,,,,,,,,,,,,288.2248927222836,None,$0,3.406,0.03289570058723257,None,None,288.2248927222836,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Practicing an
 instrument",0,80,80,61,,,,,,,,,,,,,,,,,,,,,,,,,291.69259619694003,None,$.01,1.999,0.0245557659068254,None,None,291.69259619694003,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Make comments on your friend's Instagram post,0,81,81,50,,,,,,,,,,,,,,,,,,,,,,,,,293.759833829562,None,$0,1.373,0.04348055969467168,None,None,293.759833829562,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Listening to music
by yourself",0,82,82,109,,,,,,,,,,,,,,,,,,,,,,,,,295.19383824538863,None,$.03,2.292,0.02951400714027841,None,None,295.19383824538863,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going on a hike 
by yourself",0,83,83,108,,,,,,,,,,,,,,,,,,,,,,,,,297.5443854651562,None,$.03,2.879,0.02668561385371504,None,None,297.5443854651562,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going for a bicycle
ride alone",0,84,84,95,,,,,,,,,,,,,,,,,,,,,,,,,300.4785701156334,None,$.01,2.507,0.02902415455355367,None,None,300.4785701156334,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Working on a group
project with classmates",0,85,85,42,,,,,,,,,,,,,,,,,,,,,,,,,303.0460066439564,None,$0,2.169,0.036829139106430375,None,None,303.0460066439564,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Shopping online,0,86,86,69,,,,,,,,,,,,,,,,,,,,,,,,,305.26373383369855,None,$.01,7.27,0.023025870747915178,None,None,305.26373383369855,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Practicing photography,0,87,87,65,,,,,,,,,,,,,,,,,,,,,,,,,312.58248853200666,None,$0,2.141,0.021650240276812838,None,None,312.58248853200666,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Uploading photos on social media,0,88,88,5,,,,,,,,,,,,,,,,,,,,,,,,,314.78319839838423,None,$0,1.015,0.03836494359848075,None,None,314.78319839838423,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Teaching yourself a 
different language",0,89,89,66,,,,,,,,,,,,,,,,,,,,,,,,,315.86648453480984,None,$.03,3.354,0.030227481321162486,None,None,315.86648453480984,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Getting a slice of pizza 
by yourself",0,90,90,72,,,,,,,,,,,,,,,,,,,,,,,,,319.2841838573827,None,$0,2.341,0.028286421006669116,None,None,319.2841838573827,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Getting a haircut,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,321.6685346378654,None,$.01,1.589,0.022144447108530585,None,None,321.6685346378654,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going on a weekend
getaway with family",0,92,92,18,,,,,,,,,,,,,,,,,,,,,,,,,323.3354625592451,None,$.04,2.899,0.040509098350867134,None,None,323.3354625592451,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Buying clothes 
for yourself",0,93,93,85,,,,,,,,,,,,,,,,,,,,,,,,,326.2865407481154,None,$.01,2.041,0.029823780585957138,None,None,326.2865407481154,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Writing journal entries,0,94,94,107,,,,,,,,,,,,,,,,,,,,,,,,,328.3722764584936,None,$0,1.382,0.025011717584675353,None,None,328.3722764584936,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Snapchat your friends to keep your "Snapstreaks",0,95,95,51,,,,,,,,,,,,,,,,,,,,,,,,,329.83734499275806,None,$0,1.209,0.04245575698087123,None,None,329.83734499275806,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Looking at your Twitter feed,0,96,96,48,,,,,,,,,,,,,,,,,,,,,,,,,331.1043986274176,None,$0,1.144,0.029194903169354802,None,None,331.1043986274176,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going to a street fair
with friends",0,97,97,40,,,,,,,,,,,,,,,,,,,,,,,,,332.3050593530279,None,$.02,2.132,0.035065980810941255,None,None,332.3050593530279,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Sharing Youtube videos with your partner,0,98,98,9,,,,,,,,,,,,,,,,,,,,,,,,,334.5056373479788,None,$0,1.705,0.03579624993744801,None,None,334.5056373479788,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Sleeping over at 
a friend's house",0,99,99,26,,,,,,,,,,,,,,,,,,,,,,,,,336.2726224032763,None,$0,2.034,0.034826808341222204,None,None,336.2726224032763,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
