choices,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.125586927103996,None,space,9.53431087907893,10.125586927103996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2007,choiceText,3.1.2,59.871199001800925,
,,,,,,,,,,,19.691799706587062,None,space,0.40808854516717474,19.691799706587062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2007,choiceText,3.1.2,59.871199001800925,
,,,,,,,,,,,,,,,,,20.125248852115874,20.125248852115874,space,0.9746950716003084,20.125248852115874,None,,,,,,,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2007,choiceText,3.1.2,59.871199001800925,
,,,,,,,,,,,,,,,,,,,,,,,21.12556235679631,21.12556235679631,space,61.213472428227305,21.12556235679631,None,,,,,,,,,,,,,,,,007,001,2020_Jan_08_2007,choiceText,3.1.2,59.871199001800925,
Sharing Youtube videos with your partner,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,83.44408186826422,None,$0,10.157,0.9969277785367012,None,None,83.44408186826422,None,,,,,,,007,001,2020_Jan_08_2007,choiceText,3.1.2,59.871199001800925,
"Trying out a new 
recipe at home",0,1,1,68,,,,,,,,,,,,,,,,,,,,,,,,,93.66335475511687,None,$0,4.418,0.039036931037571776,None,None,93.66335475511687,None,,,,,,,007,001,2020_Jan_08_2007,choiceText,3.1.2,59.871199001800925,
"Getting retweeted by 
a celebrity",0,2,2,29,,,,,,,,,,,,,,,,,,,,,,,,,98.1480214837793,None,$0,11.348,0.029392618892870814,None,None,98.1480214837793,None,,,,,,,007,001,2020_Jan_08_2007,choiceText,3.1.2,59.871199001800925,
"Going on vacation 
by yourself",0,3,3,94,,,,,,,,,,,,,,,,,,,,,,,,,109.55138288842954,None,$.02,3.864,0.028818793361551798,None,None,109.55138288842954,None,,,,,,,007,001,2020_Jan_08_2007,choiceText,3.1.2,59.871199001800925,
"Going to the beach 
alone",0,4,4,80,,,,,,,,,,,,,,,,,,,,,,,,,113.469211694347,None,$.01,3.773,0.03336585529723379,None,None,113.469211694347,None,,,,,,,007,001,2020_Jan_08_2007,choiceText,3.1.2,59.871199001800925,
"Watching YouTube
videos",0,5,5,81,,,,,,,,,,,,,,,,,,,,,,,,,117.3036967737944,None,$0,3.227,0.03555012451579387,None,None,117.3036967737944,None,,,,,,,007,001,2020_Jan_08_2007,choiceText,3.1.2,59.871199001800925,
