choices,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.606778978888997,None,space,25.388781259884354,9.606778978888997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
,,,,,,,,,,,35.012077394601874,None,space,1.591492826558806,35.012077394601874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
,,,,,,,,,,,,,,,,,36.62967912733734,36.62967912733734,space,0.9818584047400236,36.62967912733734,None,,,,,,,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
,,,,,,,,,,,,,,,,,,,,,,,37.62999356506748,37.62999356506748,space,31.46894079893309,37.62999356506748,None,,,,,,,,,,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Playing ping-pong
with friends",0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,70.18927378569015,None,$.01,11.611,0.9612641329808866,None,None,70.18927378569015,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
Taking a nap,0,1,1,74,,,,,,,,,,,,,,,,,,,,,,,,,81.84266201551782,None,$.04,3.206,0.02026210608596557,None,None,81.84266201551782,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Going to a museum 
alone",0,2,2,96,,,,,,,,,,,,,,,,,,,,,,,,,85.11027620446589,None,$0,2.76,0.03133149605491781,None,None,85.11027620446589,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Watching YouTube
videos",0,3,3,81,,,,,,,,,,,,,,,,,,,,,,,,,87.92784478283716,None,$.02,1.822,0.03472872981160435,None,None,87.92784478283716,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Getting retweeted by 
a celebrity",0,4,4,29,,,,,,,,,,,,,,,,,,,,,,,,,89.81169098764235,None,$0,3.29,0.033176446219158606,None,None,89.81169098764235,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Taking an art class 
with friends",0,5,5,38,,,,,,,,,,,,,,,,,,,,,,,,,93.16292446372177,None,$.02,2.39,0.03149135856074281,None,None,93.16292446372177,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Going dancing with
a significant other",0,6,6,21,,,,,,,,,,,,,,,,,,,,,,,,,95.59869659184938,None,$.05,2.548,0.024833427312159984,None,None,95.59869659184938,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
Uploading photos on social media,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,98.21423970605201,None,$.04,1.844,0.03195104101905599,None,None,98.21423970605201,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Getting verified on 
Instagram",0,8,8,47,,,,,,,,,,,,,,,,,,,,,,,,,100.11495420436836,None,$.03,1.869,0.03534049936183692,None,None,100.11495420436836,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
Looking at your Facebook feed,0,9,9,55,,,,,,,,,,,,,,,,,,,,,,,,,102.04868031013325,None,$.03,1.17,0.0376712573745408,None,None,102.04868031013325,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
Going to a coffee shop with friends,0,10,10,58,,,,,,,,,,,,,,,,,,,,,,,,,103.28338988132532,None,$.04,1.767,0.03662748583883513,None,None,103.28338988132532,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
Posting Instagram stories,0,11,11,33,,,,,,,,,,,,,,,,,,,,,,,,,105.11646698885897,None,$.04,1.154,0.032502162342552765,None,None,105.11646698885897,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Going to the beach 
alone",0,12,12,80,,,,,,,,,,,,,,,,,,,,,,,,,106.3331988705122,None,$0,1.958,0.035859896997408214,None,None,106.3331988705122,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
Going on a blind date,0,13,13,34,,,,,,,,,,,,,,,,,,,,,,,,,108.33486000989637,None,$0,2.734,0.028671060500983003,None,None,108.33486000989637,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
Watching videos on Youtube,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,111.13470531026542,None,$.01,3.109,0.03466870361785368,None,None,111.13470531026542,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Rearranging furniture 
in your house",0,15,15,100,,,,,,,,,,,,,,,,,,,,,,,,,114.30460618618122,None,$.01,1.649,0.03959489472549649,None,None,114.30460618618122,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Going to an amusement 
park with a friend",0,16,16,27,,,,,,,,,,,,,,,,,,,,,,,,,116.01981113209081,None,$.03,2.435,0.035161353830289954,None,None,116.01981113209081,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
Exercising from home,0,17,17,71,,,,,,,,,,,,,,,,,,,,,,,,,118.52027221412368,None,$.03,1.397,0.032230955912609716,None,None,118.52027221412368,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Learning to drive 
with a family member",0,18,18,46,,,,,,,,,,,,,,,,,,,,,,,,,119.98748500511465,None,$.03,1.561,0.039785236853049355,None,None,119.98748500511465,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Getting a slice of 
pizza with a friend",0,19,19,10,,,,,,,,,,,,,,,,,,,,,,,,,121.6044513310419,None,$.03,0.999,0.039370029761130354,None,None,121.6044513310419,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
"Planting flowers 
in a garden",0,20,20,67,,,,,,,,,,,,,,,,,,,,,,,,,122.65498996505107,None,$0,2.433,0.02349387903882416,None,None,122.65498996505107,None,,,,,,,006,001,2020_Jan_08_1955,choiceText,3.1.2,59.855149355689065,
