alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,selectBlock,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,firstTrialITI.started,firstTrialITI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.141186090176689,None,space,16.841753977058943,8.141186090176689,None,,,012,001,2020_Jan_11_1157,Experiment1,3.1.2,59.9641362486181,
,,,,,,,,,,,,,,,,,,,25.012055038903327,None,,,,,,,
