choices,,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,13.87716913,None,space,22.51824707,13.87716913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
,,,,,,,,,,,,36.41728053,None,space,2.625985955,36.41728053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
,,,,,,,,,,,,,,,,,,39.0680643,39.0680643,space,31.14277033,39.0680643,None,,,,,,,,,,,,,,,,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
,,,,,,,,,,,,,,,,,,,,,,,,70.22713366,70.22713366,space,17.58312006,70.22713366,None,,,,,,,,,,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
"Teaching yourself a different language",NS,0,0,0,66,,,,,,,,,,,,,,,,,,,,,,,,,88.79893714,None,$0.03 ,11.165,0.820404922,None,None,88.79893714,None,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
Doing your laundry,NS,0,1,1,105,,,,,,,,,,,,,,,,,,,,,,,,,100.0189675,None,$0.01 ,6.316,0.02798354,None,None,100.0189675,None,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
"Getting drinks with co-workers",S,0,2,2,44,,,,,,,,,,,,,,,,,,,,,,,,,106.387198,None,$0.04 ,10.106,0.035354586,None,None,106.387198,None,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
"Taking your friend to the spa",S,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,116.5570763,None,$0 ,6.893,0.028704472,None,None,116.5570763,None,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
Studying for a test alone,NS,0,4,4,99,,,,,,,,,,,,,,,,,,,,,,,,,123.5088463,None,$0.04 ,7.964,0.029894725,None,None,123.5088463,None,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
"Going to a comedy show with a significant other",S,0,5,5,56,,,,,,,,,,,,,,,,,,,,,,,,,131.5278534,None,$0.01 ,3.401,0.034832393,None,None,131.5278534,None,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
Posting Instagram stories,SM,0,6,6,33,,,,,,,,,,,,,,,,,,,,,,,,,134.9955366,None,$0 ,2.696,0.033180283,None,None,134.9955366,None,,,,,,,8,1,2020_Jan_09_1350,choiceText,3.1.2,59.98002086
