text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.987799973052461,None,space,0.2511453379993327,7.987799973052461,None,,,,,,,999,001,2019_Dec_03_1234,choiceText,3.1.5,60.039150570099956,
,,,,,,8.300979229039513,None,space,3.2377733279718086,8.300979229039513,None,999,001,2019_Dec_03_1234,choiceText,3.1.5,60.039150570099956,
