selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,firstTrialITI.started,firstTrialITI.stopped,rectangle.started,rectangle.stopped,text1.started,text1.stopped,response3.keys,response3.rt,response3.started,response3.stopped,ISI2.started,ISI2.stopped,rectangle2_2.started,rectangle2_2.stopped,feedback2_2.started,feedback2_2.stopped,arrow2_2.started,arrow2_2.stopped,ITI2_2.started,ITI2_2.stopped,polygon.started,polygon.stopped,text.started,text.stopped,response2.keys,response2.rt,response2.started,response2.stopped,ISI.started,ISI.stopped,polygon2_2.started,polygon2_2.stopped,feedback1_2.started,feedback1_2.stopped,arrow1_2.started,arrow1_2.stopped,ITI_2.started,ITI_2.stopped,Finished.started,Finished.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,17.876127233590523,None,space,26.351973683187452,17.876127233590523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2020_Jan_09_1345,Experiment1,3.1.2,59.96559042716636,
2,0,0,0,9,,,,,0,0,0,0,,,,,,,44.24978609969958,None,50.36804194218689,52.36880361697558,50.36804194218689,52.36880361697558,1,1.2678314785978273,50.36804194218689,52.36880361697558,52.36880361697558,None,54.402604374171915,56.36995343800231,54.402604374171915,55.369593283079666,55.38635323857966,56.36995343800231,56.386638438980526,None,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2020_Jan_09_1345,Experiment1,3.1.2,59.96559042716636,
2,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2020_Jan_09_1345,Experiment1,3.1.2,59.96559042716636,
2,0,1,1,1,,,,,0,0,0,0,,,,,,,,,58.37149047222283,60.371148667162515,58.37149047222283,60.371148667162515,2,0.848313196692061,58.37149047222283,60.371148667162515,60.38780878697162,None,62.38843485938878,64.37229537804296,62.38843485938878,63.37200489039378,63.38868678122594,64.37229537804296,64.38896980452432,None,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2020_Jan_09_1345,Experiment1,3.1.2,59.96559042716636,
2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2020_Jan_09_1345,Experiment1,3.1.2,59.96559042716636,
2,0,2,2,14,,,,,0,0,0,0,,,,,,,,,66.37400906856419,68.37344488805502,66.37400906856419,68.37344488805502,2,0.5816259408582027,66.37400906856419,68.37344488805502,68.3901311330917,None,70.39067758576789,72.37463358590844,70.39067758576789,71.37433407883555,71.3909973087907,72.37463358590844,72.3912921506444,None,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2020_Jan_09_1345,Experiment1,3.1.2,59.96559042716636,
2,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2020_Jan_09_1345,Experiment1,3.1.2,59.96559042716636,
2,0,3,3,15,,,,,0,0,0,0,,,,,,,,,74.37629813612057,76.37581233129413,74.37629813612057,76.37581233129413,2,0.45112234288558284,74.37629813612057,76.37581233129413,76.39245938848944,None,78.39299433362476,80.37696277434998,78.39299433362476,79.37666357829175,79.39333054042231,80.37696277434998,80.39363502372908,None,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2020_Jan_09_1345,Experiment1,3.1.2,59.96559042716636,
2,0,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2020_Jan_09_1345,Experiment1,3.1.2,59.96559042716636,
2,0,4,4,18,,,,,0,0,0,0,,,,,,,,,82.3785747630925,84.37812223682954,82.3785747630925,84.37812223682954,1,1.1044722968399583,82.3785747630925,84.37812223682954,84.39479137606259,None,86.39532787627104,88.37887271509226,86.39532787627104,87.37895233483346,87.39566501611216,88.37887271509226,88.39553470098917,None,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2020_Jan_09_1345,Experiment1,3.1.2,59.96559042716636,
