choices,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.562987146076921,None,space,6.874857982951653,10.562987146076921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1322,choiceText,3.1.2,59.98539209106073,
,,,,,,,,,,,17.46467635974841,None,space,5.956984812844894,17.46467635974841,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1322,choiceText,3.1.2,59.98539209106073,
,,,,,,,,,,,,,,,,,23.44978155888566,23.44978155888566,space,24.89132620674536,23.44978155888566,None,,,,,,,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1322,choiceText,3.1.2,59.98539209106073,
,,,,,,,,,,,,,,,,,,,,,,,48.35702611558554,48.35702611558554,space,35.19934730473142,48.35702611558554,None,,,,,,,,,,,,,,,,010,001,2020_Jan_10_1322,choiceText,3.1.2,59.98539209106073,
"Playing a videogame 
at home",0,0,0,98,,,,,,,,,,,,,,,,,,,,,,,,,84.46729137061993,None,$.02,19.887,0.7382923991444841,None,None,84.46729137061993,None,,,,,,,010,001,2020_Jan_10_1322,choiceText,3.1.2,59.98539209106073,
"Planting flowers 
in a garden",0,1,1,67,,,,,,,,,,,,,,,,,,,,,,,,,104.40623235963903,None,$.02,5.626,0.032722469530199305,None,None,104.40623235963903,None,,,,,,,010,001,2020_Jan_10_1322,choiceText,3.1.2,59.98539209106073,
Having hundreds of friends on Facebook,0,2,2,59,,,,,,,,,,,,,,,,,,,,,,,,,110.09121840907937,None,$0,3.036,0.03625093032133009,None,None,110.09121840907937,None,,,,,,,010,001,2020_Jan_10_1322,choiceText,3.1.2,59.98539209106073,
Reading a book,0,3,3,92,,,,,,,,,,,,,,,,,,,,,,,,,113.17615121281597,None,$.05,2.917,0.028559538926856476,None,None,113.17615121281597,None,,,,,,,010,001,2020_Jan_10_1322,choiceText,3.1.2,59.98539209106073,
Taking a nap,0,4,4,74,,,,,,,,,,,,,,,,,,,,,,,,,116.14513839061692,None,$.05,2.099,0.029463347394994344,None,None,116.14513839061692,None,,,,,,,010,001,2020_Jan_10_1322,choiceText,3.1.2,59.98539209106073,
"Talking to a friend 
over Skype",0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,118.3103092325,None,$.04,2.704,0.034809688602763345,None,None,118.3103092325,None,,,,,,,010,001,2020_Jan_10_1322,choiceText,3.1.2,59.98539209106073,
