choices,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.016134194097503,None,space,1.8215553654217729,10.016134194097503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
,,,,,,,,,,,11.866323741953693,None,space,0.5153222904482391,11.866323741953693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
,,,,,,,,,,,,,,,,,12.399878020068627,12.399878020068627,space,27.269280184667878,12.399878020068627,None,,,,,,,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
,,,,,,,,,,,,,,,,,,,,,,,39.691168086914786,39.691168086914786,space,18.44145289854714,39.691168086914786,None,,,,,,,,,,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
Writing journal entries,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,58.81291475742546,None,$0,13.966,0.5696969753516896,None,None,58.81291475742546,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Buying clothes 
for yourself",0,1,1,85,,,,,,,,,,,,,,,,,,,,,,,,,72.83376579915375,None,$.05,5.659,0.029990517164151242,None,None,72.83376579915375,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Going to a museum 
alone",0,2,2,96,,,,,,,,,,,,,,,,,,,,,,,,,78.55226585031551,None,$.03,6.431,0.031813373815111845,None,None,78.55226585031551,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
Looking at your Twitter feed,0,3,3,48,,,,,,,,,,,,,,,,,,,,,,,,,85.03730029362896,None,$.01,3.118,0.037262349846059806,None,None,85.03730029362896,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
Going to the zoo with friends,0,4,4,52,,,,,,,,,,,,,,,,,,,,,,,,,88.22172387313958,None,$.05,2.963,0.026741036481325864,None,None,88.22172387313958,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
Drawing a picture,0,5,5,70,,,,,,,,,,,,,,,,,,,,,,,,,91.23904769813407,None,$.02,4.045,0.03213931712980411,None,None,91.23904769813407,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Cleaning up around 
the house",0,6,6,79,,,,,,,,,,,,,,,,,,,,,,,,,95.3402244841277,None,$0,3.429,0.03018614535631059,None,None,95.3402244841277,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
Going out to dinner with friends,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,98.82465275995901,None,$.04,3.835,0.038574209486341715,None,None,98.82465275995901,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Getting a slice of pizza 
by yourself",0,8,8,72,,,,,,,,,,,,,,,,,,,,,,,,,102.72580796153852,None,$.01,3.283,0.03808902668879455,None,None,102.72580796153852,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Rearranging furniture 
in your house",0,9,9,100,,,,,,,,,,,,,,,,,,,,,,,,,106.0601943903539,None,$0,5.518,0.022791461902670562,None,None,106.0601943903539,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Looking through old 
photo albums",0,10,10,106,,,,,,,,,,,,,,,,,,,,,,,,,111.62980117146753,None,$.03,6.002,0.026776181132390775,None,None,111.62980117146753,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
Watching videos on Youtube,0,11,11,14,,,,,,,,,,,,,,,,,,,,,,,,,117.69701982687047,None,$.01,3.304,0.036965641904316726,None,None,117.69701982687047,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Playing a videogame 
at home",0,12,12,98,,,,,,,,,,,,,,,,,,,,,,,,,121.06446835317456,None,$0,2.343,0.027421536456131435,None,None,121.06446835317456,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
Studying for a test alone,0,13,13,99,,,,,,,,,,,,,,,,,,,,,,,,,123.44885753446897,None,$.01,6.334,0.026663593842386035,None,None,123.44885753446897,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Going to the movies 
by yourself",0,14,14,77,,,,,,,,,,,,,,,,,,,,,,,,,129.8502645023782,None,$0,4.309,0.032060008403732354,None,None,129.8502645023782,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Listening to music
by yourself",0,15,15,82,,,,,,,,,,,,,,,,,,,,,,,,,134.21841592170904,None,$.05,4.186,0.03402624279124211,None,None,134.21841592170904,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Taking your friend 
on a cruise",0,16,16,6,,,,,,,,,,,,,,,,,,,,,,,,,138.45302948449626,None,$.04,5.178,0.015941987066526053,None,None,138.45302948449626,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Getting a slice of 
pizza with a friend",0,17,17,10,,,,,,,,,,,,,,,,,,,,,,,,,143.6878741311416,None,$.02,3.188,0.03335849441555183,None,None,143.6878741311416,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
Calling a family member over Skype,0,18,18,32,,,,,,,,,,,,,,,,,,,,,,,,,146.93857585786373,None,$.03,3.605,0.03576046027683333,None,None,146.93857585786373,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Going on a first date 
to the movies",0,19,19,20,,,,,,,,,,,,,,,,,,,,,,,,,150.60862698555593,None,$.03,3.851,0.03818388614627111,None,None,150.60862698555593,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Sleeping over at 
a friend's house",0,20,20,26,,,,,,,,,,,,,,,,,,,,,,,,,154.52418620693743,None,$.04,4.034,0.036756640084149694,None,None,154.52418620693743,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Trying out a new 
recipe at home",0,21,21,68,,,,,,,,,,,,,,,,,,,,,,,,,158.62536143785792,None,$.02,2.965,0.026502799286845402,None,None,158.62536143785792,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
Exercising from home,0,22,22,71,,,,,,,,,,,,,,,,,,,,,,,,,161.64289550873127,None,$.02,3.257,0.037095334998412,None,None,161.64289550873127,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Learning how to 
perform card tricks",0,23,23,103,,,,,,,,,,,,,,,,,,,,,,,,,164.96077701402965,None,$0,3.988,0.030526395343713375,None,None,164.96077701402965,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Going for a bicycle
ride alone",0,24,24,95,,,,,,,,,,,,,,,,,,,,,,,,,169.02833032115677,None,$0,2.683,0.03904446358228597,None,None,169.02833032115677,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Going to the beach 
alone",0,25,25,80,,,,,,,,,,,,,,,,,,,,,,,,,171.74743125255236,None,$0,3.081,0.024185118386412796,None,None,171.74743125255236,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Watching a football 
game from home",0,26,26,62,,,,,,,,,,,,,,,,,,,,,,,,,174.8969574373391,None,$.02,3.171,0.0354556659553964,None,None,174.8969574373391,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
"Going to an amusement 
park with a friend",0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,178.13098193844826,None,$.04,3.246,0.026544164230472234,None,None,178.13098193844826,None,,,,,,,009,001,2020_Jan_09_1404,choiceText,3.1.2,59.97722371871444,
