trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,choices,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,8.9354976270115,None,space,1.0544765020022169,8.9354976270115,None,9876,001,2019_Nov_26_0951,choiceText,3.1.5,59.90376879306767,
