Subject,Sex,Gender,Age,type,"typeCode  (0=NS, 1=S, 2=SM)",amount spent,reaction time (seconds),,`
1,Female,Female,23,SM,2,0.00,0.904,,
1,Female,Female,23,SM,2,0.00,1.102,,
1,Female,Female,23,S,1,0.03,2.387,,
1,Female,Female,23,S,1,0.04,1.674,,
13,Female,Female,19,NS,0,0.04,10.523,,
13,Female,Female,19,NS,0,0.00,4.725,,
13,Female,Female,19,NS,0,0.05,3.752,,
13,Female,Female,19,S,1,0.05,2.37,,
13,Female,Female,19,SM,2,0.02,3.488,,
13,Female,Female,19,SM,2,0.05,2.87,,
13,Female,Female,19,NS,0,0.04,2.066,,
13,Female,Female,19,S,1,0.03,3.748,,
13,Female,Female,19,SM,2,0.03,2.87,,
13,Female,Female,19,S,1,0.02,4.111,,
13,Female,Female,19,SM,2,0.00,3.119,,
13,Female,Female,19,NS,0,0.04,2.067,,
13,Female,Female,19,NS,0,0.00,4.167,,
13,Female,Female,19,S,1,0.05,2.537,,
13,Female,Female,19,SM,2,0.00,2.126,,
13,Female,Female,19,S,1,0.05,1.812,,
13,Female,Female,19,NS,0,0.05,1.593,,
13,Female,Female,19,NS,0,0.03,1.916,,
13,Female,Female,19,SM,2,0.05,3.5,,
13,Female,Female,19,NS,0,0.00,2.722,,
13,Female,Female,19,S,1,0.05,1.702,,
13,Female,Female,19,SM,2,0.05,2.251,,
13,Female,Female,19,S,1,0.05,1.393,,
13,Female,Female,19,S,1,0.05,2.423,,
13,Female,Female,19,NS,0,0.05,1.071,,
13,Female,Female,19,NS,0,0.05,1.124,,
13,Female,Female,19,SM,2,0.05,2.157,,
13,Female,Female,19,SM,2,0.02,2.483,,
13,Female,Female,19,S,1,0.05,1.97,,
13,Female,Female,19,S,1,0.05,1.039,,
13,Female,Female,19,SM,2,0.05,1.38,,
13,Female,Female,19,S,1,0.00,3.892,,
13,Female,Female,19,NS,0,0.00,2.606,,
13,Female,Female,19,S,1,0.04,2.507,,
13,Female,Female,19,S,1,0.00,2.876,,
13,Female,Female,19,NS,0,0.03,1.697,,
13,Female,Female,19,NS,0,0.00,3.771,,
13,Female,Female,19,S,1,0.00,3.441,,
13,Female,Female,19,NS,0,0.02,1.833,,
13,Female,Female,19,NS,0,0.05,2.397,,
13,Female,Female,19,NS,0,0.00,1.782,,
13,Female,Female,19,NS,0,0.00,2.696,,
13,Female,Female,19,S,1,0.01,2.21,,
13,Female,Female,19,SM,2,0.04,2.847,,
13,Female,Female,19,S,1,0.02,2.24,,
13,Female,Female,19,NS,0,0.02,1.7,,
13,Female,Female,19,NS,0,0.05,2.142,,
13,Female,Female,19,NS,0,0.00,2.505,,
13,Female,Female,19,NS,0,0.00,2.84,,
13,Female,Female,19,NS,0,0.04,2.444,,
13,Female,Female,19,NS,0,0.04,1.777,,
13,Female,Female,19,S,1,0.04,1.735,,
13,Female,Female,19,NS,0,0.05,1.536,,
13,Female,Female,19,NS,0,0.05,1.726,,
13,Female,Female,19,S,1,0.05,2.062,,
13,Female,Female,19,SM,2,0.05,1.402,,
13,Female,Female,19,SM,2,0.02,1.643,,
13,Female,Female,19,NS,0,0.05,1.998,,
13,Female,Female,19,NS,0,0.00,6.21,,
13,Female,Female,19,SM,2,0.00,1.732,,
13,Female,Female,19,S,1,0.02,1.719,,
13,Female,Female,19,NS,0,0.05,1.534,,
13,Female,Female,19,SM,2,0.01,2.534,,
13,Female,Female,19,NS,0,0.05,2.226,,
13,Female,Female,19,S,1,0.05,1.507,,
13,Female,Female,19,SM,2,0.00,1.657,,
13,Female,Female,19,S,1,0.02,2.292,,
13,Female,Female,19,NS,0,0.04,1.688,,
13,Female,Female,19,NS,0,0.04,1.215,,
13,Female,Female,19,NS,0,0.02,1.842,,
13,Female,Female,19,SM,2,0.02,3.922,,
13,Female,Female,19,NS,0,0.02,1.455,,
13,Female,Female,19,NS,0,0.05,2.619,,
13,Female,Female,19,S,1,0.01,2.091,,
13,Female,Female,19,NS,0,0.05,2.474,,
13,Female,Female,19,S,1,0.05,1.284,,
13,Female,Female,19,SM,2,0.00,1.943,,
13,Female,Female,19,NS,0,0.03,2.259,,
13,Female,Female,19,S,1,0.05,1.671,,
13,Female,Female,19,NS,0,0.02,1.828,,
13,Female,Female,19,NS,0,0.05,1.507,,
13,Female,Female,19,NS,0,0.03,2.83,,
13,Female,Female,19,SM,2,0.03,2.189,,
13,Female,Female,19,NS,0,0.03,2.869,,
13,Female,Female,19,SM,2,0.01,4.298,,
13,Female,Female,19,S,1,0.05,2.399,,
13,Female,Female,19,SM,2,0.01,4.619,,
13,Female,Female,19,SM,2,0.03,1.822,,
13,Female,Female,19,S,1,0.05,2.02,,
13,Female,Female,19,NS,0,0.05,1.248,,
13,Female,Female,19,NS,0,0.05,1.367,,
13,Female,Female,19,S,1,0.00,2.127,,
13,Female,Female,19,NS,0,0.04,1.5,,
13,Female,Female,19,SM,2,0.01,1.944,,
13,Female,Female,19,SM,2,0.00,2.266,,
13,Female,Female,19,NS,0,0.01,1.475,,
13,Female,Female,19,S,1,0.03,3.175,,
13,Female,Female,19,NS,0,0.01,1.551,,
13,Female,Female,19,NS,0,0.04,1.893,,
13,Female,Female,19,SM,2,0.04,2.174,,
13,Female,Female,19,NS,0,0.04,1.041,,
13,Female,Female,19,S,1,0.05,1.732,,
13,Female,Female,19,SM,2,0.01,1.79,,
13,Female,Female,19,S,1,0.05,2.267,,
13,Female,Female,19,S,1,0.05,0.981,,
13,Female,Female,19,NS,0,0.05,0.995,,
13,Female,Female,19,SM,2,0.00,2.47,,
13,Female,Female,19,S,1,0.04,2.126,,
13,Female,Female,19,NS,0,0.04,1.243,,
13,Female,Female,19,NS,0,0.03,2.214,,
