Subject ,Age,Sex,ChoiceCondition,ExcCondition,leftprice,rightprice,response,resPrice,chosentype,rt,social over non ,nonsocial over social ,friends over fam,fam over s/o,s/o over friends,fam over friends,friends over s/o,s/o over fam,enjoy,ums avg,ums aff,ums int,person,thing,P-T,OPC sum,sns online support,sns online victim,sns in person victim,bis,bas drive,bas fun,bas reward responsiveness,iri sum,iri pt,iri fantasy, iri empathy,iri personal distress,rse,aq,mspss avg,mspss sig other,mspss fam,mspss friend,bad-good,sad-happy,tense-relaxed,accepted-rejected,,,"%socia, chosen total",%social chosen pre,%social chosen post,$pre social (SvNS & SvS),$Pre nonsocial,$post social(SvN & SvS),$post nonsocial,$pre total,$post total,$social total,$nonsocial total,Spre social (SvNS),$Post social (NvS),% Change Pre-Post,$Pre SvS,$Post SvS,$Social Total (SvNS)
exc19,18,0,0,0,0.05,0.03,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.05,0.02,2,0.02,0,1.918742262,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.05,0.02,2,0.02,1,2.251901633,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.04,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.03,0.02,2,0.02,1,2.034742414,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.04,1,0.02,1,1.284168356,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.03,0.03,1,0.03,1,2.351298789,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.04,0.04,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.01,2,0.01,1,2.634689293,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.05,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.05,0.02,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.05,0.01,2,0.01,0,2.234662919,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.04,1,0.01,0,1.283991388,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.04,0.03,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.05,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.05,2,0.05,0,2.217253456,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.03,0.02,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.03,0.03,1,0.03,1,1.867798373,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.03,0.05,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.04,0.03,2,0.03,0,2.751636491,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.02,2,0.02,0,2.334549615,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.05,1,0.02,0,1.234642703,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.03,0.05,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.03,0.04,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.03,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.03,0.01,2,0.01,0,1.951065589,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.03,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.05,1,0.02,1,1.867731815,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.05,0.01,2,0.01,0,1.835044598,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.02,2,0.02,1,1.868064603,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.05,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.05,1,0.01,0,1.267265229,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.03,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.05,0.01,2,0.01,1,2.618466359,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.04,0.05,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.04,1,0.01,1,0.950632032,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.04,0.01,2,0.01,1,1.35105122,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.01,2,0.01,1,1.584689029,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.04,0.01,2,0.01,0,1.334640743,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.05,0.03,2,0.03,0,1.201423025,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.02,1,0.01,0,1.250942458,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.04,0.02,2,0.02,1,1.567064343,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.01,2,0.01,1,2.067568034,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.04,0.01,2,0.01,1,2.367830252,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.05,0.03,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.03,0.01,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.02,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.05,0.01,2,0.01,1,1.217617034,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.01,0.03,1,0.01,1,1.601460285,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,0,0,0.02,0.04,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.05,0.03,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.02,0.05,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.04,0.03,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.05,0.01,2,0.01,1,1.083502034,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.02,0.03,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.05,0.01,2,0.01,1,2.851216526,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.03,0.03,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.04,0.01,2,0.01,1,1.217176014,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.01,0.01,1,0.01,1,1.634845424,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.01,0.03,1,0.01,1,1.217742064,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.03,0.01,2,0.01,1,1.984288377,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.02,0.05,1,0.02,1,1.517576323,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.03,0.05,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.01,0.05,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.03,0.02,2,0.02,1,2.234341328,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.02,0.02,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.02,0.01,2,0.01,1,2.368315438,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.01,0.05,1,0.01,1,0.90200926,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.05,0.02,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.03,0.04,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
exc19,18,0,1,0,0.04,0.02,NA,NA,NA,NA,4,4,5,3,5,3,2,4,6,2.05,2.22,1.9,25,12,13,53,30,18,20,21,12,11,12,70,16,15,21,18,24,20,5.25,4.75,6,5,7,7,4,7,,,0.556,0.567,0.533,0.46,0.24,0.14,0.09,0.7,0.23,0.62,0.31,0.27,0.12,0.034,0.19,0.02,0.39
