selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response3.keys,response3.rt,response2.keys,response2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,1.33333312627,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,0,0,15,,,,,0,0,0,0,,,2,0.934484568425,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,0,0,15,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,1,1,3,,,,,0,0,0,0,,,1,0.867521358654,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,1,1,3,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,2,2,13,0,0,0,0,,,,,,,,,1,0.951811867766,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,2,2,13,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,3,3,21,,,,,0,0,0,0,,,2,0.783997191116,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,3,3,21,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,4,4,24,0,0,0,0,,,,,,,,,1,0.851574344561,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,4,4,24,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,5,5,11,,,,,0,0,0,0,,,2,0.884346678853,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,5,5,11,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,6,6,17,,,,,0,0,0,0,,,1,0.500699007884,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,6,6,17,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,7,7,8,,,,,0,0,0,0,,,2,0.383762435988,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,7,7,8,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,8,8,4,0,0,0,0,,,,,,,,,2,0.500974566676,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,8,8,4,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,9,9,20,0,0,0,0,,,,,,,,,1,0.650876923464,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,9,9,20,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,10,10,12,0,0,0,0,,,,,,,,,1,1.06751495134,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,10,10,12,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,11,11,9,,,,,0,0,0,0,,,2,0.78437507432,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,11,11,9,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,12,12,10,,,,,0,0,0,0,,,2,0.584259252064,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,12,12,10,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,13,13,2,0,0,0,0,,,,,,,,,1,0.267085874453,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,13,13,2,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,14,14,18,,,,,0,0,0,0,,,2,0.901009961031,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,14,14,18,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,15,15,0,0,0,0,0,,,,,,,,,1,0.767489106394,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,15,15,0,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,16,16,1,,,,,0,0,0,0,,,1,1.63436261844,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,16,16,1,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,17,17,23,0,0,0,0,,,,,,,,,2,1.00067490432,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,17,17,23,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,18,18,7,0,0,0,0,,,,,,,,,2,0.684186381288,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,18,18,7,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,19,19,16,0,0,0,0,,,,,,,,,1,0.617602922022,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,19,19,16,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,20,20,5,0,0,0,0,,,,,,,,,1,0.550744836219,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,20,20,5,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,21,21,14,,,,,0,0,0,0,,,1,1.05104356632,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
2,0,21,21,14,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,22,22,22,0,0,0,0,,,,,,,,,2,0.617270446382,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,22,22,22,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,23,23,6,0,0,0,0,,,,,,,,,2,0.784420482814,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,23,23,6,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,24,24,19,0,0,0,0,,,,,,,,,1,1.08461832069,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
1,0,24,24,19,,,,,,,,,,,,,,,2018_Dec_05_1102,59.9313131409,Experiment1,001,exc10,
