selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response2.rt,response3.keys,response3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,8.71885248926,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,0,0,5,0,0,0,0,,,,,,,2,1.95120694302,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,0,0,5,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,1,1,24,0,0,0,0,,,,,,,None,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,1,1,24,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,2,2,16,0,0,0,0,,,,,,,1,1.35080629215,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,2,2,16,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,3,3,17,,,,,0,0,0,0,,,,,2,1.53441496287,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,3,3,17,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,4,4,21,,,,,0,0,0,0,,,,,None,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,4,4,21,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,5,5,10,,,,,0,0,0,0,,,,,1,0.850849989802,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,5,5,10,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,6,6,15,,,,,0,0,0,0,,,,,1,1.86814898811,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,6,6,15,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,7,7,20,0,0,0,0,,,,,,,2,1.83451700676,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,7,7,20,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,8,8,2,0,0,0,0,,,,,,,2,1.91749627423,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,8,8,2,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,9,9,19,0,0,0,0,,,,,,,2,1.03447421174,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,9,9,19,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,10,10,22,0,0,0,0,,,,,,,2,1.30076792836,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,10,10,22,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,11,11,1,,,,,0,0,0,0,,,,,1,0.634224838577,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,11,11,1,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,12,12,7,0,0,0,0,,,,,,,2,0.684226502664,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,12,12,7,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,13,13,6,0,0,0,0,,,,,,,2,0.867658515461,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,13,13,6,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,14,14,4,0,0,0,0,,,,,,,2,0.550895678811,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,14,14,4,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,15,15,11,,,,,0,0,0,0,,,,,2,1.3344826391,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,15,15,11,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,16,16,8,,,,,0,0,0,0,,,,,1,1.6350011332,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,16,16,8,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,17,17,9,,,,,0,0,0,0,,,,,2,0.61761163082,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,17,17,9,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,18,18,3,,,,,0,0,0,0,,,,,1,1.86780189443,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,18,18,3,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,19,19,18,,,,,0,0,0,0,,,,,2,0.817763218656,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,19,19,18,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,20,20,14,,,,,0,0,0,0,,,,,1,0.533690918237,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
2,0,20,20,14,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,21,21,13,0,0,0,0,,,,,,,2,0.817591849715,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,21,21,13,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,22,22,12,0,0,0,0,,,,,,,2,0.667854020372,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,22,22,12,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,23,23,23,0,0,0,0,,,,,,,2,1.16803301033,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,23,23,23,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,24,24,0,0,0,0,0,,,,,,,2,0.834397576749,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
1,0,24,24,0,,,,,,,,,,,,,,,2018_Nov_29_1249,59.8551126773,Experiment1,001,exc5,
