selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response2.rt,response3.keys,response3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,13.0703274654,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,0,0,5,0,0,0,0,,,,,,,2,1.5676186746,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,0,0,5,,,,,,,,,,,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
2,0,1,1,8,,,,,0,0,0,0,,,,,None,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
2,0,1,1,8,,,,,,,,,,,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
2,0,2,2,3,,,,,0,0,0,0,,,,,2,1.21748262085,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
2,0,2,2,3,,,,,,,,,,,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
2,0,3,3,9,,,,,0,0,0,0,,,,,None,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
2,0,3,3,9,,,,,,,,,,,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,4,4,2,0,0,0,0,,,,,,,1,1.25106950477,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,4,4,2,,,,,,,,,,,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,5,5,24,0,0,0,0,,,,,,,None,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,5,5,24,,,,,,,,,,,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,6,6,12,0,0,0,0,,,,,,,1,1.11771784257,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,6,6,12,,,,,,,,,,,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,7,7,19,0,0,0,0,,,,,,,2,0.983972122893,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,7,7,19,,,,,,,,,,,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
2,0,8,8,1,,,,,0,0,0,0,,,,,1,1.0180942649,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
2,0,8,8,1,,,,,,,,,,,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,9,9,16,0,0,0,0,,,,,,,2,0.717665032484,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
1,0,9,9,16,,,,,,,,,,,,,,,2018_Nov_28_0916,59.9383517008,Experiment1,001,exc1,
