selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response3.keys,response3.rt,response2.keys,response2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,3.04979219427,,,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,0,0,21,,,,,0,0,0,0,,,1,0.751259228215,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,0,0,21,,,,,,,,,,,,,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
1,0,1,1,2,0,0,0,0,,,,,,,,,2,1.05076318793,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
1,0,1,1,2,,,,,,,,,,,,,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,2,2,8,,,,,0,0,0,0,,,1,0.96730594011,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,2,2,8,,,,,,,,,,,,,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
1,0,3,3,13,0,0,0,0,,,,,,,,,2,0.767733463552,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
1,0,3,3,13,,,,,,,,,,,,,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,4,4,18,,,,,0,0,0,0,,,2,0.267257764004,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,4,4,18,,,,,,,,,,,,,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,5,5,14,,,,,0,0,0,0,,,2,0.700556688476,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,5,5,14,,,,,,,,,,,,,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
1,0,6,6,7,0,0,0,0,,,,,,,,,1,0.984080928843,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
1,0,6,6,7,,,,,,,,,,,,,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
1,0,7,7,20,0,0,0,0,,,,,,,,,1,0.283888129517,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
1,0,7,7,20,,,,,,,,,,,,,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,8,8,9,,,,,0,0,0,0,,,2,1.834766238,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,8,8,9,,,,,,,,,,,,,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
2,0,9,9,11,,,,,0,0,0,0,,,1,1.13413521694,,,2019_Feb_07_1213,59.9775218456,Experiment1,001,exc21,
